ik14,target_gene,action_type,mechanism_of_action
HLFSMUUOKPBTSM,rplC,INHIBITOR,Bacterial 70S ribosome inhibitor
HLFSMUUOKPBTSM,rplE,INHIBITOR,Bacterial 70S ribosome inhibitor
HLFSMUUOKPBTSM,rplF,INHIBITOR,Bacterial 70S ribosome inhibitor
HLFSMUUOKPBTSM,rplL,INHIBITOR,Bacterial 70S ribosome inhibitor
WEAJZXNPAWBCOA,PDE5A,INHIBITOR,Phosphodiesterase 5A inhibitor
WSNODXPBBALQOF,PTGFR,AGONIST,Prostanoid FP receptor agonist
BKWJAKQVGHWELA,WEE1,INHIBITOR,Serine/threonine-protein kinase WEE1 inhibitor
PURKAOJPTOLRMP,CFTR,POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator
IHIUGIVXARLYHP,CETP,INHIBITOR,Cholesteryl ester transfer protein inhibitor
CWHUFRVAEUJCEF,PIK3R1,INHIBITOR,PI3-kinase class I inhibitor
CWHUFRVAEUJCEF,PIK3CB,INHIBITOR,PI3-kinase class I inhibitor
CWHUFRVAEUJCEF,PIK3CG,INHIBITOR,PI3-kinase class I inhibitor
CWHUFRVAEUJCEF,PIK3CA,INHIBITOR,PI3-kinase class I inhibitor
CWHUFRVAEUJCEF,PIK3R2,INHIBITOR,PI3-kinase class I inhibitor
CWHUFRVAEUJCEF,PIK3CD,INHIBITOR,PI3-kinase class I inhibitor
CWHUFRVAEUJCEF,PIK3R5,INHIBITOR,PI3-kinase class I inhibitor
CWHUFRVAEUJCEF,PIK3R3,INHIBITOR,PI3-kinase class I inhibitor
HWXVIOGONBBTBY,JAK2,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor
HWXVIOGONBBTBY,FLT3,INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor
LUKZNWIVRBCLON,NR3C1,AGONIST,Glucocorticoid receptor agonist
SFNSLLSYNZWZQG,SMO,ANTAGONIST,Smoothened homolog antagonist
JFOZKMSJYSPYLN,ITGAL,ANTAGONIST,Integrin alpha-L/beta-2 (LFA-1) antagonist
JFOZKMSJYSPYLN,ITGB2,ANTAGONIST,Integrin alpha-L/beta-2 (LFA-1) antagonist
WHXMKTBCFHIYNQ,PDE3A,INHIBITOR,Phosphodiesterase 3 inhibitor
WHXMKTBCFHIYNQ,PDE3B,INHIBITOR,Phosphodiesterase 3 inhibitor
WHXMKTBCFHIYNQ,TNNC1,POSITIVE MODULATOR,"Troponin, cardiac muscle positive modulator"
WHXMKTBCFHIYNQ,TNNI3,POSITIVE MODULATOR,"Troponin, cardiac muscle positive modulator"
WHXMKTBCFHIYNQ,TNNT2,POSITIVE MODULATOR,"Troponin, cardiac muscle positive modulator"
QQLKULDARVNMAL,EGFR,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor
PBAPPPCECJKMCM,ADRB3,AGONIST,Beta-3 adrenergic receptor agonist
PTOIAAWZLUQTIO,MTNR1A,AGONIST,Melatonin receptor agonist
PTOIAAWZLUQTIO,MTNR1B,AGONIST,Melatonin receptor agonist
QXWYKJLNLSIPIN,ADRA1A,AGONIST,Adrenergic receptor agonist
QXWYKJLNLSIPIN,ADRA2A,AGONIST,Adrenergic receptor agonist
QXWYKJLNLSIPIN,ADRB1,AGONIST,Adrenergic receptor agonist
QXWYKJLNLSIPIN,ADRB2,AGONIST,Adrenergic receptor agonist
QXWYKJLNLSIPIN,ADRA2C,AGONIST,Adrenergic receptor agonist
QXWYKJLNLSIPIN,ADRA1D,AGONIST,Adrenergic receptor agonist
QXWYKJLNLSIPIN,ADRA1B,AGONIST,Adrenergic receptor agonist
QXWYKJLNLSIPIN,ADRA2B,AGONIST,Adrenergic receptor agonist
QXWYKJLNLSIPIN,ADRB3,AGONIST,Adrenergic receptor agonist
GKDRMWXFWHEQQT,SYK,INHIBITOR,Tyrosine-protein kinase SYK inhibitor
TXEIIPDJKFWEEC,TTR,STABILISER,Transthyretin stabiliser
UFSKUSARDNFIRC,CFTR,STABILISER,Cystic fibrosis transmembrane conductance regulator stabiliser
JGCMEBMXRHSZKX,EDNRB,ANTAGONIST,"Endothelin receptor, ET-A/ET-B antagonist"
JGCMEBMXRHSZKX,EDNRA,ANTAGONIST,"Endothelin receptor, ET-A/ET-B antagonist"
LIRYPHYGHXZJBZ,MAP2K2,INHIBITOR,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor
LIRYPHYGHXZJBZ,MAP2K1,INHIBITOR,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor
RVAQIUULWULRNW,HSP90AA1,INHIBITOR,Heat shock protein HSP90 inhibitor
RVAQIUULWULRNW,HSP90AB1,INHIBITOR,Heat shock protein HSP90 inhibitor
UCEQXRCJXIVODC,MET,INHIBITOR,Hepatocyte growth factor receptor inhibitor
OFZJKCQENFPZBH,MPL,AGONIST,Thrombopoietin receptor agonist
LUMKNAVTFCDUIE,ESR2,MODULATOR,Estrogen receptor modulator
LUMKNAVTFCDUIE,ESR1,MODULATOR,Estrogen receptor modulator
YTFHCXIPDIHOIA,RARG,AGONIST,Retinoic acid receptor gamma agonist
VJYDOJXJUCJUHL,PLA2G2A,INHIBITOR,Phospholipase A2 group IIA inhibitor
VJYDOJXJUCJUHL,PLA2G10,INHIBITOR,Group X secretory phospholipase A2 inhibitor
VJYDOJXJUCJUHL,PLA2G5,INHIBITOR,Phospholipase A2 group V inhibitor
QCGUSIANLFXSGE,rpsB,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplD,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsA,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsJ,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsK,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsL,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsM,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsN,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsO,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsP,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsQ,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsR,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsS,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsT,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsU,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsC,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsD,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsE,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsF,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsG,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsH,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpsI,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplJ,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplK,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplM,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplN,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplO,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplP,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplQ,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplR,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplS,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplA,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplT,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplU,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplV,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplW,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplX,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplY,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpmA,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpmB,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpmC,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplB,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpmD,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,ykgM,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpmE,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpmF,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpmG,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpmH,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpmI,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,ykgO,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rpmJ,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplC,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplE,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplF,INHIBITOR,Bacterial 70S ribosome inhibitor
QCGUSIANLFXSGE,rplL,INHIBITOR,Bacterial 70S ribosome inhibitor
FGQFOYHRJSUHMR,SLC22A12,INHIBITOR,Solute carrier family 22 member 12 inhibitor
XRWSZZJLZRKHHD,NS4A,INHIBITOR,"Hepatitis C virus serine protease, NS3/NS4A inhibitor"
XRWSZZJLZRKHHD,NS3,INHIBITOR,"Hepatitis C virus serine protease, NS3/NS4A inhibitor"
PAFKTGFSEFKSQG,AR,ANTAGONIST,Androgen Receptor antagonist
PAFKTGFSEFKSQG,CYP17A1,INHIBITOR,Cytochrome P450 17A1 inhibitor
XUZMWHLSFXCVMG,JAK1,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor
XUZMWHLSFXCVMG,JAK2,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor
ZKIAIYBUSXZPLP,DRD2,PARTIAL AGONIST,Dopamine D2 receptor partial agonist
ZKIAIYBUSXZPLP,HTR1A,PARTIAL AGONIST,Serotonin 1a (5-HT1a) receptor partial agonist
ZKIAIYBUSXZPLP,HTR2A,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist
MKMPWKUAHLTIBJ,DPP4,INHIBITOR,Dipeptidyl peptidase IV inhibitor
LDCRTTXIJACKKU,KEAP1,INHIBITOR,Kelch-like ECH-associated protein 1 inhibitor
LDEKQSIMHVQZJK,pol,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor
DJXRIQMCROIRCZ,ADRB3,AGONIST,Beta-3 adrenergic receptor agonist
OBWASQILIWPZMG,SLC5A2,INHIBITOR,Sodium/glucose cotransporter 2 inhibitor
NOZIJMHMKORZBA,MPL,AGONIST,Thrombopoietin receptor agonist
NMDYYWFGPIMTKO,TUBB4B,INHIBITOR,Tubulin inhibitor
NMDYYWFGPIMTKO,TUBB1,INHIBITOR,Tubulin inhibitor
NMDYYWFGPIMTKO,TUBA3C,INHIBITOR,Tubulin inhibitor
NMDYYWFGPIMTKO,TUBA4A,INHIBITOR,Tubulin inhibitor
NMDYYWFGPIMTKO,TUBB3,INHIBITOR,Tubulin inhibitor
NMDYYWFGPIMTKO,TUBA1A,INHIBITOR,Tubulin inhibitor
NMDYYWFGPIMTKO,TUBB4A,INHIBITOR,Tubulin inhibitor
NMDYYWFGPIMTKO,TUBB8,INHIBITOR,Tubulin inhibitor
NMDYYWFGPIMTKO,TUBB,INHIBITOR,Tubulin inhibitor
NMDYYWFGPIMTKO,TUBA1B,INHIBITOR,Tubulin inhibitor
NMDYYWFGPIMTKO,TUBA1C,INHIBITOR,Tubulin inhibitor
NMDYYWFGPIMTKO,TUBA3E,INHIBITOR,Tubulin inhibitor
NMDYYWFGPIMTKO,TUBB2A,INHIBITOR,Tubulin inhibitor
NMDYYWFGPIMTKO,TUBB2B,INHIBITOR,Tubulin inhibitor
NMDYYWFGPIMTKO,TUBB6,INHIBITOR,Tubulin inhibitor
PNDKCRDVVKJPKG,CCR5,ANTAGONIST,C-C chemokine receptor type 5 antagonist
PNDKCRDVVKJPKG,CCR2,ANTAGONIST,C-C chemokine receptor type 2 antagonist
BSMCAPRUBJMWDF,MAP2K1,INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor
BSMCAPRUBJMWDF,MAP2K2,INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor
WGRQANOPCQRCME,DPP4,INHIBITOR,Dipeptidyl peptidase IV inhibitor
QFNHIDANIVGXPE,OPRM1,AGONIST,Mu opioid receptor agonist
KRNAOFGYEFKHPB,CALCRL,ANTAGONIST,Calcitonin gene-related peptide type 1 receptor antagonist
JRWROCIMSDXGOZ,CCR9,ANTAGONIST,C-C chemokine receptor type 9 antagonist
IFSDAJWBUCMOAH,PIK3CD,INHIBITOR,PI3-kinase p110-delta subunit inhibitor
JDUBGYFRJFOXQC,AKT2,INHIBITOR,Serine/threonine-protein kinase AKT inhibitor
JDUBGYFRJFOXQC,AKT3,INHIBITOR,Serine/threonine-protein kinase AKT inhibitor
JDUBGYFRJFOXQC,AKT1,INHIBITOR,Serine/threonine-protein kinase AKT inhibitor
KIHYPELVXPAIDH,S1PR1,AGONIST,Sphingosine 1-phosphate receptor Edg-1 agonist
JUSFANSTBFGBAF,MTOR,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
YOZBGTLTNGAVFU,EGLN2,INHIBITOR,Hypoxia-inducible factor prolyl hydroxylase inhibitor
YOZBGTLTNGAVFU,P4HTM,INHIBITOR,Hypoxia-inducible factor prolyl hydroxylase inhibitor
YOZBGTLTNGAVFU,EGLN1,INHIBITOR,Hypoxia-inducible factor prolyl hydroxylase inhibitor
YOZBGTLTNGAVFU,EGLN3,INHIBITOR,Hypoxia-inducible factor prolyl hydroxylase inhibitor
ZIAOVIPSKUPPQW,pol,NEGATIVE ALLOSTERIC MODULATOR,Human immunodeficiency virus type 1 reverse transcriptase negative allosteric modulator
LOVMMUBRQUFEAH,PTGFR,AGONIST,Prostanoid FP receptor agonist
GXALXAKNHIROPE,DGAT1,INHIBITOR,Diacylglycerol O-acyltransferase 1 inhibitor
DDOOFTLHJSMHLN,CALCRL,ANTAGONIST,Calcitonin gene-related peptide type 1 receptor antagonist
GEJDGVNQKABXKG,SLC18A2,INHIBITOR,Synaptic vesicular amine transporter inhibitor
VRTWBAAJJOHBQU,NS5A,INHIBITOR,Nonstructural protein 5A inhibitor
BEUQXVWXFDOSAQ,PIK3R1,INHIBITOR,PI3-kinase class I inhibitor
BEUQXVWXFDOSAQ,PIK3CB,INHIBITOR,PI3-kinase class I inhibitor
BEUQXVWXFDOSAQ,PIK3CG,INHIBITOR,PI3-kinase class I inhibitor
BEUQXVWXFDOSAQ,PIK3CA,INHIBITOR,PI3-kinase class I inhibitor
BEUQXVWXFDOSAQ,PIK3R2,INHIBITOR,PI3-kinase class I inhibitor
BEUQXVWXFDOSAQ,PIK3CD,INHIBITOR,PI3-kinase class I inhibitor
BEUQXVWXFDOSAQ,PIK3R5,INHIBITOR,PI3-kinase class I inhibitor
BEUQXVWXFDOSAQ,PIK3R3,INHIBITOR,PI3-kinase class I inhibitor
STUWGJZDJHPWGZ,PIK3CA,INHIBITOR,PI3-kinase p110-alpha subunit inhibitor
JJVAPHYEOZSKJZ,RAMP1,ANTAGONIST,"Calcitonin-gene-related peptide receptor, CALCRL/RAMP1 antagonist"
JJVAPHYEOZSKJZ,CALCRL,ANTAGONIST,"Calcitonin-gene-related peptide receptor, CALCRL/RAMP1 antagonist"
TVTXCJFHQKSQQM,TP53,INHIBITOR,Tumour suppressor p53/oncoprotein Mdm2 inhibitor
TVTXCJFHQKSQQM,MDM2,INHIBITOR,Tumour suppressor p53/oncoprotein Mdm2 inhibitor
VERWOWGGCGHDQE,ALK,INHIBITOR,ALK tyrosine kinase receptor inhibitor
VERWOWGGCGHDQE,EML4,INHIBITOR,EML4-ALK inhibitor
VERWOWGGCGHDQE,NPM1,INHIBITOR,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor
DFJSJLGUIXFDJP,ERBB2,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor
DFJSJLGUIXFDJP,ERBB3,INHIBITOR,Receptor tyrosine-protein kinase erbB-3 inhibitor
DFJSJLGUIXFDJP,EGFR,INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor
DMNOVGJWPASQDL,OPRM1,AGONIST,Mu opioid receptor agonist
QKDRXGFQVGOQKS,SLC5A1,INHIBITOR,Sodium/glucose cotransporter 1 inhibitor
QKDRXGFQVGOQKS,SLC5A2,INHIBITOR,Sodium/glucose cotransporter 2 inhibitor
XEDHVZKDSYZQBF,HTR1F,AGONIST,Serotonin 1f (5-HT1f) receptor agonist
PKWRMUKBEYJEIX,BIRC3,INHIBITOR,cIAP1/cIAP2 inhibitor
PKWRMUKBEYJEIX,BIRC2,INHIBITOR,cIAP1/cIAP2 inhibitor
NGYNBSHYFOFVLS,CXCR2,ANTAGONIST,Interleukin-8 receptor B antagonist
ZFPZEYHRWGMJCV,GRM5,ANTAGONIST,Metabotropic glutamate receptor 5 antagonist
DREIJXJRTLTGJC,JAK3,INHIBITOR,Janus Kinase (JAK) inhibitor
DREIJXJRTLTGJC,JAK1,INHIBITOR,Janus Kinase (JAK) inhibitor
DREIJXJRTLTGJC,JAK2,INHIBITOR,Janus Kinase (JAK) inhibitor
DREIJXJRTLTGJC,TYK2,INHIBITOR,Janus Kinase (JAK) inhibitor
LQBVNQSMGBZMKD,BCL2,INHIBITOR,Apoptosis regulator Bcl-2 inhibitor
CTPOHARTNNSRSR,PTGIR,AGONIST,Prostanoid IP receptor agonist
HWGQMRYQVZSGDQ,PARP1,INHIBITOR,Poly [ADP-ribose] polymerase-1 inhibitor
HWGQMRYQVZSGDQ,PARP2,INHIBITOR,Poly [ADP-ribose] polymerase 2 inhibitor
FWLMVFUGMHIOAA,PTK2,INHIBITOR,Focal adhesion kinase 1 inhibitor
FWLMVFUGMHIOAA,PTK2B,INHIBITOR,Protein tyrosine kinase 2 beta inhibitor
AXTAPYRUEKNRBA,AKT2,INHIBITOR,Serine/threonine-protein kinase AKT inhibitor
AXTAPYRUEKNRBA,AKT3,INHIBITOR,Serine/threonine-protein kinase AKT inhibitor
AXTAPYRUEKNRBA,AKT1,INHIBITOR,Serine/threonine-protein kinase AKT inhibitor
HJBWBFZLDZWPHF,AR,ANTAGONIST,Androgen Receptor antagonist
ACWZRVQXLIRSDF,MAP2K1,INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor
ACWZRVQXLIRSDF,MAP2K2,INHIBITOR,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor
PZBCKZWLPGJMAO,PIK3CA,INHIBITOR,PI3-kinase p110-alpha subunit inhibitor
PZBCKZWLPGJMAO,PIK3CD,INHIBITOR,PI3-kinase p110-delta subunit inhibitor
XSMSNFMDVXXHGJ,SYK,INHIBITOR,Tyrosine-protein kinase SYK inhibitor
MPYACSQFXVMWNO,JAK1,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor
RIJLVEAXPNLDTC,JAK1,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor
RIJLVEAXPNLDTC,JAK2,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor
RIJLVEAXPNLDTC,TYK2,INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor
RIJLVEAXPNLDTC,JAK3,INHIBITOR,Tyrosine-protein kinase JAK3 inhibitor
FCRFVPZAXGJLPW,HRH4,ANTAGONIST,Histamine H4 receptor antagonist
UZWDCWONPYILKI,CDK4,INHIBITOR,Cyclin-dependent kinase 4 inhibitor
UZWDCWONPYILKI,CDK6,INHIBITOR,Cyclin-dependent kinase 6 inhibitor
GYQYAJJFPNQOOW,FLT3,INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor
GYQYAJJFPNQOOW,AXL,INHIBITOR,Tyrosine-protein kinase receptor UFO inhibitor
KXGCNMMJRFDFNR,GUCY2C,AGONIST,Heat-stable enterotoxin receptor agonist
HOIIHACBCFLJET,HTR2A,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist
HOIIHACBCFLJET,DRD2,ANTAGONIST,Dopamine D2 receptor antagonist
HOIIHACBCFLJET,SLC6A4,INHIBITOR,Serotonin transporter inhibitor
MAYQIFVKVAUMPD,HTR6,ANTAGONIST,Serotonin 6 (5-HT6) receptor antagonist
MVGWUTBTXDYMND,S1PR1,AGONIST,Sphingosine 1-phosphate receptor Edg-1 agonist
BDXXSFOJPYSYOC,ACACA,INHIBITOR,Acetyl-CoA carboxylase inhibitor
BDXXSFOJPYSYOC,ACACB,INHIBITOR,Acetyl-CoA carboxylase inhibitor
RUEYEZADQJCKGV,EGLN2,INHIBITOR,Hypoxia-inducible factor prolyl hydroxylase inhibitor
RUEYEZADQJCKGV,P4HTM,INHIBITOR,Hypoxia-inducible factor prolyl hydroxylase inhibitor
RUEYEZADQJCKGV,EGLN1,INHIBITOR,Hypoxia-inducible factor prolyl hydroxylase inhibitor
RUEYEZADQJCKGV,EGLN3,INHIBITOR,Hypoxia-inducible factor prolyl hydroxylase inhibitor
RHXHGRAEPCAFML,CDK4,INHIBITOR,Cyclin-dependent kinase 4 inhibitor
RHXHGRAEPCAFML,CDK6,INHIBITOR,Cyclin-dependent kinase 6 inhibitor
DEVSOMFAQLZNKR,XPO1,INHIBITOR,Exportin-1 inhibitor
HYHMLYSLQUKXKP,ACLY,INHIBITOR,ATP-citrate synthase inhibitor
MUGXRYIUWFITCP,HCRTR1,ANTAGONIST,Orexin receptor 1 antagonist
MUGXRYIUWFITCP,HCRTR2,ANTAGONIST,Orexin receptor 2 antagonist
MBOMYENWWXQSNW,PSMD1,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMB2,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMB1,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMB5,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMB8,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMB9,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMB6,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMD14,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMA1,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMA2,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMA3,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMA4,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMA5,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMA6,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMA7,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMA8,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMB10,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMB11,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMB3,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMB4,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMB7,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,ADRM1,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMC2,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMC1,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMC4,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMC6,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMC3,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMC5,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMD2,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMD3,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMD12,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMD11,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMD6,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMD7,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMD13,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMD4,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,PSMD8,INHIBITOR,26S proteasome inhibitor
MBOMYENWWXQSNW,SEM1,INHIBITOR,26S proteasome inhibitor
PPSNFPASKFYPMN,TACR3,ANTAGONIST,Neurokinin 3 receptor antagonist
KTBSXLIQKWEBRB,JAK1,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor
JUPOTOIJLKDAPF,CSF1R,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor
JGRXMPYUTJLTKT,EGLN1,INHIBITOR,Egl nine homolog 1 inhibitor
JGRXMPYUTJLTKT,EGLN3,INHIBITOR,Egl nine homolog 3 inhibitor
JGRXMPYUTJLTKT,EGLN2,INHIBITOR,Hypoxia-inducible factor prolyl hydroxylase 1 inhibitor
PRAAPINBUWJLGA,GLS,INHIBITOR,"Glutaminase kidney isoform, mitochondrial inhibitor"
AKQXQLUNFKDZBN,DRD1,PARTIAL AGONIST,Dopamine D1 receptor partial agonist
AKQXQLUNFKDZBN,DRD5,PARTIAL AGONIST,Dopamine D5 receptor partial agonist
LCFFREMLXLZNHE,BTK,INHIBITOR,Tyrosine-protein kinase BTK inhibitor
XRVDGNKRPOAQTN,S1PR5,MODULATOR,Sphingosine 1-phosphate receptor 5 modulator
MFBCDACCJCDGBA,RARG,AGONIST,Retinoic acid receptor gamma agonist
WDENQIQQYWYTPO,BTK,INHIBITOR,Tyrosine-protein kinase BTK inhibitor
AFLFKFHDSCQHOL,PPARA,AGONIST,Peroxisome proliferator-activated receptor alpha agonist
AFLFKFHDSCQHOL,PPARD,AGONIST,Peroxisome proliferator-activated receptor delta agonist
HLWURFKMDLAKOD,P2RX3,ANTAGONIST,P2X purinoceptor 3 antagonist
JQLBBYLGWHUHRW,NFKB2,INHIBITOR,Nuclear factor NF-kappa-B complex inhibitor
JQLBBYLGWHUHRW,NFKB1,INHIBITOR,Nuclear factor NF-kappa-B complex inhibitor
JQLBBYLGWHUHRW,RELA,INHIBITOR,Nuclear factor NF-kappa-B complex inhibitor
