IK14,Disease,depmap_dep_lin,depmap_selectivity,depmap_has
RCINICONZNJXQF,Gastroesophageal Cancer,0.0,1.9553952535603567,1
RCINICONZNJXQF,"Peripheral Artery Disease; Atherosclerosis; Artery Diseases, Peripheral; Plaque, Atherosclerotic; Occlusive Arterial Disease",0.0,0.0,0
RCINICONZNJXQF,Cervical Carcinoma,-1.2569153023756894,0.6984799511846673,1
IQPSEEYGBUAQFF,Gastrointestinal Hemorrhage,0.0,0.0,0
QPFYXYFORQJZEC,urinary retention,0.0,0.0,0
DHHVAGZRUROJKS,Obesity,0.0,0.0,0
ISWRGOKTTBVCFA,Idiopathic Pulmonary Fibrosis,0.0,0.0,0
LPAUOXUZGSBGDU,Multiple Sclerosis,0.0,0.0,0
XOFYZVNMUHMLCC,Prostate Cancer Metastatic,-0.14926338368421263,-0.14175816206605954,1
XOFYZVNMUHMLCC,Cystic Fibrosis Pulmonary Exacerbation,0.0,0.0,0
ZLHZLMOSPGACSZ,tuberculosis,0.0,0.0,0
OLBCVFGFOZPWHH,Cognitive Change; Behavior,0.0,0.0,0
ZPMNHBXQOOVQJL,postoperative ileus,0.0,0.0,0
URKOMYMAXPYINW,Major Depressive Disorder,0.0,0.0,0
CZFFBEXEKNGXKS,HIV infection,0.0,0.0,0
ZTVQQQVZCWLTDF,hypotension,0.0,0.0,0
CYHWMBVXXDIZNZ,General Anaesthesia,0.0,0.0,0
KGFYHTZWPPHNLQ,Extended Antithrombotic Prophylaxis After Laparoscopic Surgery for Colorectal Cancer,0.11955365775482005,0.0015294922387755344,1
KGFYHTZWPPHNLQ,Atrial Fibrillation; Periodontal Disease; Hemorrhage,0.0,0.0,0
KGFYHTZWPPHNLQ,Cerebral Vein Thrombosis,0.0,0.0,0
HMABYWSNWIZPAG,Primary Peritoneal Cancer,0.0,0.0,0
HMABYWSNWIZPAG,Prostate Cancer,-0.2448589443743246,-0.03557390545444197,1
HFNKQEVNSGCOJV,Graft-versus-host Disease (GVHD),0.0,0.0,0
DEVSOMFAQLZNKR,Multiple Myeloma,0.0,2.142243750608558,1
DFEYYRMXOJXZRJ,Cognitive Change; Behavior,0.0,0.0,0
RYMZZMVNJRMUDD,Noonan Syndrome,0.0,0.0,0
QKDRXGFQVGOQKS,Type 2 Diabetes,0.0,0.0,0
QKDRXGFQVGOQKS,Type 2 Diabetes Mellitus,0.0,0.0,0
WINHZLLDWRZWRT,Renal Cell Carcinoma (RCC),-0.19830595276128432,-0.0008794337298736188,1
PTOIAAWZLUQTIO,insomnia,0.0,0.0,0
LDEKQSIMHVQZJK,HIV-1 infection,0.0,0.0,0
OEKWJQXRCDYSHL,Coronary Artery Disease; Myocardial Ischemia; Myocardial Infarction; Stent Thrombosis; Cardiovascular Diseases,0.0,0.0,0
PKVRCIRHQMSYJX,leiomyosarcoma,0.0,0.0,0
TVYLLZQTGLZFBW,Pain Management,0.0,0.0,0
TZIZWYVVGLXXFV,Osteoarthritis,0.0,0.0,0
OOLLAFOLCSJHRE,contraception,0.0,0.0,0
WYQFJHHDOKWSHR,Psoriatic Arthritis,0.0,0.0,0
WYQFJHHDOKWSHR,Crohn's disease,0.0,0.0,0
GPXBXXGIAQBQNI,Advanced Melanoma,-0.9786453917170147,-0.7990131642230416,1
LQBVNQSMGBZMKD,Cell Lymphoma,-0.2746379983983508,-0.2384562633871268,1
YQNWZWMKLDQSAC,Major Depressive Disorder,0.0,0.0,0
UBQNRHZMVUUOMG,alcohol dependence,0.0,0.0,0
HYHMLYSLQUKXKP,Hypercholesterolemia,0.0,0.0,0
GYQYAJJFPNQOOW,Acute Myeloid Leukemia,-0.23605492129382444,-0.08943803226591834,1
YALNUENQHAQXEA,Duchenne muscular dystrophy,0.0,0.0,0
XYFPWWZEPKGCCK,Follicular Lymphoma,-0.12782927447705325,-0.11713577377976685,1
XYFPWWZEPKGCCK,Chronic Graft Versus Host Disease,0.0,0.0,0
USSIQXCVUWKGNF,Medication-assisted Treatment of Opioid Use Disorder,0.0,0.0,0
OIGNJSKKLXVSLS,Pulpitis,0.0,0.0,0
YXRDKMPIGHSVRX,Muscle Relaxation,0.0,0.0,0
YOZBGTLTNGAVFU,chronic kidney disease,-0.18699734320626482,0.03708384103951545,1
RZVAJINKPMORJF,Non-melanoma Skin Cancer,-0.14620538675415312,-0.0047478408665916905,1
NDAUXUAQIAJITI,Congestive heart failure,0.0,0.0,0
QNZCBYKSOIHPEH,Symptomatic Aortic Stenosis; Eligible for Transcatheter Aortic Valve Replacement,0.0,0.0,0
KXNPVXPOPUZYGB,venous thromboembolism,0.0,0.0,0
XUKUURHRXDUEBC,Diabetes,0.0,0.0,0
XUKUURHRXDUEBC,Bicuspid Aortic Valve,0.0,0.0,0
XUKUURHRXDUEBC,Hypercholesterolemia in Coronaory Heart Disease,0.0,0.0,0
KPYSYYIEGFHWSV,alcohol use disorder,0.0,0.0,0
HYHMLYSLQUKXKP,Hypercholesterolemia; Atherosclerosis; Statin Adverse Reaction,0.0,0.0,0
VOVIALXJUBGFJZ,Acute Mountain Sickness,0.0,0.0,0
RMRJXGBAOAMLHD,Pain,0.0,0.0,0
SNPPWIUOZRMYNY,Major Depressive Disorder,0.0,0.0,0
QWCRAEMEVRGPNT,Parkinson' Disease,0.0,0.0,0
HVFLCNVBZFFHBT,Septic Shock,0.0,0.0,0
GAGWJHPBXLXJQN,Organ Preservation in Rectal Cancer,0.0,0.0,0
GAGWJHPBXLXJQN,Advanced Rectal Carcinoma,0.0,0.0,0
YKPUWZUDDOIDPM,Acute Pain,0.0,0.0,0
KPWSJANDNDDRMB,Treatment of the Depressive Episode in Participants With Bipolar I Disorder,0.0,0.0,0
KPWSJANDNDDRMB,Depression,0.0,0.0,0
DBPPRLRVDVJOCL,Sepsis,0.0,0.0,0
GPRBEKHLDVQUJE,bacterial infection,0.0,0.0,0
RZEKVGVHFLEQIL,Osteoarthritis,0.0,0.0,0
RZEKVGVHFLEQIL,Depression,0.0,0.0,0
RZEKVGVHFLEQIL,Low Back Pain,0.0,0.0,0
WDQPAMHFFCXSNU,"Tuberculosis, Multidrug-Resistant; Infection, Bacterial; Pulmonary Tuberculoses",0.0,0.0,0
GJSURZIOUXUGAL,Locoregional Analgesia in Breast Surgery,-0.10365606818431705,-0.03092496884008457,1
IAKHMKGGTNLKSZ,stroke,0.0,0.0,0
KTEIFNKAUNYNJU,Anaplastic Lymphoma,-1.1900407018910366,-0.2691277097670698,1
KSGXQBZTULBEEQ,Thromboembolism,0.0,0.0,0
RUEYEZADQJCKGV,aspergillosis,0.0,0.0,0
NBRBXGKOEOGLOI,hepatitis C virus infection,0.0,0.0,0
DYDCPNMLZGFQTM,Community Acquired Bacterial Pneumonia,0.0,0.0,0
XDAOLTSRNUSPPH,"Tuberculosis, Multidrug-Resistant; Infection, Bacterial; Pulmonary Tuberculoses",0.0,0.0,0
DPYMFVXJLLWWEU,"Anesthesia, General",0.0,0.0,0
DPYMFVXJLLWWEU,Anesthesia,0.0,0.0,0
UREBDLICKHMUKA,Glaucoma,0.0,0.0,0
UREBDLICKHMUKA,Migraine,0.0,0.0,0
UREBDLICKHMUKA,Pain Management After Surgery,0.0,0.0,0
MJIHNNLFOKEZEW,Heartburn; Gastroesophageal Reflux Disease,0.0,0.006746290480102829,1
DCOPUUMXTXDBNB,Acute Pain,0.0,0.0,0
JGMOKGBVKVMRFX,threatened miscarriage,0.0,0.0,0
GBXSMTUPTTWBMN,Chronic Heart Failure With Reduced Ejection Fraction,0.0,0.0,0
JUKPWJGBANNWMW,Essential Hypertension,0.0,0.0,0
HLFSMUUOKPBTSM,Complicated Intra-abdominal Infections; Complicated Appendicitis,0.0,0.0,0
VOXZDWNPVJITMN,Atrophic Vaginitis,0.0,0.0,0
NPUKDXXFDDZOKR,stroke,0.0,0.0,0
OLNTVTPDXPETLC,Hypercholesterolemia; Familial Hypercholesterolemia,0.0,0.0,0
YMTINGFKWWXKFG,primary biliary cirrhosis,0.0,0.0,0
YMTINGFKWWXKFG,severe hypertriglyceridemia,0.0,0.0,0
PJMPHNIQZUBGLI,Obesity,0.0,0.0,0
MIWWSGDADVMLTG,"Trypanosomiasis, African; Sleeping Sickness; Trypanosomiasis; Gambian",0.0,0.0,0
RIJLVEAXPNLDTC,ulcerative colitis,0.0,0.0,0
RIJLVEAXPNLDTC,Crohn's disease,0.0,0.0,0
DBEPLOCGEIEOCV,androgenetic alopecia,0.0,0.0,0
RTHCYVBBDHJXIQ,Psychotic Disorders; Personality Disorders; Clinical High Risk,0.0,0.0,0
WMWTYOKRWGGJOA,asthma,0.0,0.0,0
SDUQYLNIPVEERB,Urinary Bladder Neoplasms,0.0,3.185811563107934,1
SDUQYLNIPVEERB,Metastatic Urothelial Carcinoma,0.0,0.0,0
SDUQYLNIPVEERB,Urothelial Carcinoma,0.0,0.0,0
SDUQYLNIPVEERB,"Carcinoma, Pancreatic Ductal",-3.285229495153491,-0.09941793204555704,1
WIGIZIANZCJQQY,Type 2 Diabetes,0.0,0.0,0
JYGXADMDTFJGBT,Congenital Adrenal Hyperplasia,0.04176713245830078,0.04927235407645386,1
XYFPWWZEPKGCCK,Previously Untreated Chronic Lymphocytic Leukemia,0.023341767398744644,0.034035268096031045,1
HEFNNWSXXWATRW,Patent Ductus Arteriosus,0.0,0.0,0
YOSHYTLCDANDAN,"Ehlers-Danlos Syndrome, Vascular Type",0.0,0.0,0
QRXWMOHMRWLFEY,Tuberculosis; HIV,0.0,0.0,0
YQEZLKZALYSWHR,Pain; Traumatic Limb Injury,0.0,0.0,0
YQEZLKZALYSWHR,Abdominal Cancer,0.0,0.0,0
YQEZLKZALYSWHR,Headache; Intranasal Ketamine,0.0,0.0,0
DKYWVDODHFEZIM,Pain Relief,0.0,0.0,0
GGXICVAJURFBLW,open-angle glaucoma,0.0,0.0,0
VRTWBAAJJOHBQU,Cirrhosis,0.0,0.0,0
HPJKCIUCZWXJDR,Advanced Breast Cancer,-0.0492118307572316,-0.03621052123357958,1
HPJKCIUCZWXJDR,Infertility,0.0,0.0,0
VVIAGPKUTFNRDU,gastric cancer,0.0,0.0,0
NNJVILVZKWQKPM,stroke,0.0,0.0,0
TYZROVQLWOKYKF,"Tuberculosis, Multidrug-Resistant; Infection, Bacterial; Pulmonary Tuberculoses",0.0,0.0,0
KJHKTHWMRKYKJE,HIV infection,0.0,0.0,0
WGFOBBZOWHGYQH,constipation,0.0,0.0,0
WGFOBBZOWHGYQH,functional constipation,0.0,0.0,0
DMJNNHOOLUXYBV,Septic Shock,0.0,0.0,0
OCJYIGYOJCODJL,Vertigo,0.0,0.0,0
DRLFMBDRBRZALE,Anxiety,0.0,0.0,0
DRLFMBDRBRZALE,Delirium,0.0,0.0,0
KBOPZPXVLCULAV,ulcerative colitis,0.0,0.0,0
XZWYZXLIPXDOLR,Migraine,0.0,0.0,0
XZWYZXLIPXDOLR,Management of Gestational Diabetes,0.0,0.0,0
XZWYZXLIPXDOLR,Polycystic Ovary Syndrome; Vitamin D Deficiency/Insufficiency,0.0,0.0,0
USSIQXCVUWKGNF,Pain,0.0,0.0,0
GNXFOGHNGIVQEH,Pain,0.0,0.0,0
FBOZXECLQNJBKD,Plaque Psoriasis,0.0,0.0,0
FBOZXECLQNJBKD,Pediatric Crohn's Disease,0.0,0.0,0
FBOZXECLQNJBKD,Psoriatic Arthritis,0.0,0.0,0
FBOZXECLQNJBKD,Rheumatoid Arthritis,0.0,0.0,0
DUGOZIWVEXMGBE,Apathy,0.0,0.0,0
VHRSUDSXCMQTMA,Chronic Subdural Hematomas,0.0,0.0,0
VHRSUDSXCMQTMA,Cardiopulmonary Bypass,0.0,0.0,0
VHRSUDSXCMQTMA,Prostate Cancer,-0.14926338368421263,-0.14175816206605954,1
VKHAHZOOUSRJNA,medical abortion,0.0,0.0,0
DYKFCLLONBREIL,Depression,0.0,0.0,0
PBAPPPCECJKMCM,Neurogenic Detrusor Overactivity,0.0,0.0,0
OJLOPKGSLYJEMD,anemia,0.0,0.0,0
OJLOPKGSLYJEMD,Labor pain,0.0,0.0,0
OJLOPKGSLYJEMD,medical abortion,0.0,0.0,0
FABPRXSRWADJSP,Tuberculosis,0.0,0.0,0
FABPRXSRWADJSP,"Tuberculosis, Multidrug-Resistant; Infection, Bacterial; Pulmonary Tuberculoses",0.0,0.0,0
RTGDFNSFWBGLEC,Systemic Sclerosis; Scleroderma; Interstitial Lung Disease,-0.6682605978346716,-0.11505464173459379,1
DQCKKXVULJGBQN,Alcoholism,0.0,0.0,0
DQCKKXVULJGBQN,Use in Conjunction With Buprenorphine in Adults With Opioid Use Disorder,0.0,0.0,0
XZXHXSATPCNXJR,Idiopathic Pulmonary Fibrosis,0.0,0.0,0
KVWDHTXUZHCGIO,Schizophrenia,0.0,0.0,0
DMNOVGJWPASQDL,pain,0.0,0.0,0
JEECQCWWSTZDCK,skin and soft tissue Staphylococcus aureus infection,0.0,0.0,0
FELGMEQIXOGIFQ,Hypotension; Nausea; Vomiting,0.0,0.0,0
LUMKNAVTFCDUIE,vaginal dryness,0.0,0.0,0
IQPSEEYGBUAQFF,Esophageal Disease,0.0,0.006746290480102829,1
WBXPDJSOTKVWSJ,Mesothelioma,0.0,0.0,0
PRMWGUBFXWROHD,epilepsy,0.0,0.0,0
RLLPVAHGXHCWKJ,scabies,0.0,0.0,0
QPFYXYFORQJZEC,dysuria,0.0,0.0,0
QPFYXYFORQJZEC,pain,0.0,0.0,0
ISWRGOKTTBVCFA,diabetic nephropathy,0.0,0.0,0
RJKFOVLPORLFTN,Preterm Birth; Twin Dichorionic Diamniotic Placenta,0.0,0.0,0
OLBCVFGFOZPWHH,stroke,0.0,0.0,0
IPEHBUMCGVEMRF,"Tuberculosis, Multidrug-Resistant; Infection, Bacterial; Pulmonary Tuberculoses",0.0,0.0,0
GZUITABIAKMVPG,schizophrenia,0.0,0.0,0
HDACQVRGBOVJII,Acute Myocardial Infarction,0.0,0.0,0
ZTVQQQVZCWLTDF,stroke,0.0,0.0,0
IWUCXVSUMQZMFG,hepatitis C virus infection,0.0,0.0,0
WDZCUPBHRAEYDL,Tuberculosis,0.0,0.0,0
NCDNCNXCDXHOMX,Chronic Hepatitis C,0.0,0.0,0
KGFYHTZWPPHNLQ,Aortic Valve Stenosis; Cardiovascular Diseases; Heart Valve Diseases; Ventricular Outflow Obstruction; Thrombosis,0.0,0.0,0
KGFYHTZWPPHNLQ,Thrombosis,0.0,0.0,0
XSVMFMHYUFZWBK,Classical progressive supranuclear palsy,0.0,0.0,0
ZKMNUMMKYBVTFN,Locoregional Analgesia in Breast Surgery,0.022247722026043887,-0.008892608779842395,1
ZKMNUMMKYBVTFN,Anesthesia; Functional; Anesthesia,0.0,0.0,0
QXWZQTURMXZVHJ,Pulmonary Arterial Hypertension,0.0,0.0,0
DFEYYRMXOJXZRJ,"Anesthesia, General",0.0,0.0,0
MFFMDFFZMYYVKS,Type 2 Diabetes Mellitus,0.0,0.0,0
TTZHDVOVKQGIBA,Cirrhosis,0.0,0.0,0
JYTNQNCOQXFQPK,Alzheimer's Disease,0.0,0.0,0
TXEIIPDJKFWEEC,transthyretin amyloid cardiomyopathy,0.0,0.0,0
DNHPDWGIXIMXSA,irritable bowel syndrome,0.0,0.0,0
GYHCTFXIZSNGJT,Autosomal Dominant Polycystic Kidney Disease (ADPKD),0.06321202945029462,0.00762785317742877,1
KJADKKWYZYXHBB,Obese Children and Adolescents,0.0,0.0,0
PKVRCIRHQMSYJX,Tube Cancer,0.0,0.0,0
TVYLLZQTGLZFBW,Acute Pain,0.0,0.0,0
GYDJEQRTZSCIOI,Thrombocytopenia,0.0,0.0,0
GYDJEQRTZSCIOI,Hematologic Neoplasms,0.0,0.0,0
GYDJEQRTZSCIOI,Peri-operative Hemorrhage or Hematoma; Surgery; Retrognathism,0.0,0.0,0
GYDJEQRTZSCIOI,Hip Fracture; Anemia,0.0,0.0,0
GYDJEQRTZSCIOI,Placenta Previa,0.0,0.0,0
MKPLKVHSHYCHOC,open-angle glaucoma,0.0,0.0,0
GFNANZIMVAIWHM,Inflammatory Macular Edema,0.0,0.0,0
YNDXUCZADRHECN,pemphigus vulgaris,0.0,0.0,0
DDOOFTLHJSMHLN,migraine,0.0,0.0,0
GEJDGVNQKABXKG,Tardive Dyskinesia,0.0,0.0,0
JQSHBVHOMNKWFT,HIV infection,0.0,0.0,0
LQBVNQSMGBZMKD,Multiple Myeloma,0.0,0.03618173501122399,1
LQBVNQSMGBZMKD,Previously Untreated Chronic Lymphocytic Leukemia,-0.2610540909570298,-0.22487235594580582,1
LQBVNQSMGBZMKD,Your Cancer,0.0,0.0,0
QZFHIXARHDBPBY,heart failure,0.0,0.0,0
ZAFYATHCZYHLPB,Sleep Disorder,0.0,0.0,0
UBQNRHZMVUUOMG,alcohol use disorder measurement,0.0,0.0,0
GBBSUAFBMRNDJC,sleep disorder,0.0,0.0,0
XRWSZZJLZRKHHD,hepatitis C virus infection,0.0,0.0,0
NMUSYJAQQFHJEW,Acute Myeloid Leukemia,-0.5878162354736143,0.007886673931410626,1
RMRJXGBAOAMLHD,Chronic pain,0.0,0.0,0
RYYVLZVUVIJVGH,Back Pain; Neck Pain,0.0,0.0,0
VAAUVRVFOQPIGI,bacterial infection,0.0,0.0,0
FKRSSPOQAMALKA,hepatitis C virus infection,0.0,0.0,0
OBWASQILIWPZMG,Type 2 Diabetes Mellitus,0.0,0.0,0
LTXREWYXXSTFRX,"Diabetes Mellitus, Type 2",0.0,0.0,0
USUZGMWDZDXMDG,pituitary-dependent Cushing's disease,0.0,0.0,0
TZRHLKRLEZJVIJ,liver cancer,0.09077169793926056,0.010230190229790409,1
SONNWYBIRXJNDC,hypotension,0.0,0.0,0
NNACHAUCXXVJSP,narcolepsy without cataplexy,0.0,0.0,0
IYDYFVUFSPQPPV,Complicated Urinary Tract Infection; Acute Pyelonephritis,0.0,0.0,0
OLBCVFGFOZPWHH,Open Heart Surgery,0.0,0.0,0
RHXHGRAEPCAFML,Women and Men With Hormone-receptor Positive Locally Advanced or Metastatic Breast Cancer,-1.1502225213990958,-0.4191460666509885,1
KGFYHTZWPPHNLQ,Neoplasm; Venous Thromboembolism,0.0,0.0,0
YOZBGTLTNGAVFU,anemia of chronic kidney disease,-0.18699734320626482,0.03708384103951545,1
LERNTVKEWCAPOY,COPD,0.0,0.0,0
FWCVZAQENIZVMY,sickle cell disease,0.0,0.0,0
WEAJZXNPAWBCOA,erectile dysfunction,0.0,0.0,0
XUFXOAAUWZOOIT,Type 2 Diabetes,0.0,0.0,0
KDGFLJKFZUIJMX,Anaplastic Lymphoma,-0.03754881075879144,0.05027188570820492,1
STUWGJZDJHPWGZ,Advanced Breast Cancer,-0.7229730765846267,-0.21786464877969103,1
KRMDCWKBEZIMAB,Prevention of Pain,0.0,0.0,0
LSQZJLSUYDQPKJ,Alcoholic Hepatitis; Alcoholic Liver Disease,0.0,0.0,0
QNZCBYKSOIHPEH,Transient Ischemic Attack; Stroke; Atrial Fibrillation,0.0,0.0,0
QNZCBYKSOIHPEH,With Leukemia,0.13640852846192222,0.01838436294587771,1
QNZCBYKSOIHPEH,Embolic Stroke of Undetermined Source,0.0,0.0,0
XUKUURHRXDUEBC,Renal Insufficiency,-0.9622610005017037,-0.14348691517832612,1
XUKUURHRXDUEBC,"Diabetes Mellitus, Type 2; Coronary Artery Disease",0.0,0.0,0
QJFSABGVXDWMIW,essential hypertension,0.0,0.0,0
KHOITXIGCFIULA,inflammatory bowel disease,0.0,0.0,0
LEBVLXFERQHONN,migraine,0.0,0.0,0
LEBVLXFERQHONN,Postoperative Pain,0.0,0.0,0
RMRJXGBAOAMLHD,opioid dependence,0.0,0.0,0
KORNTPPJEAJQIU,non-functioning pituitary adenoma,0.0,0.0,0
GAGWJHPBXLXJQN,Advanced Gastric Cancer,0.0,0.7925352193995119,1
GAGWJHPBXLXJQN,Gastric Adenocarcinoma,0.0,0.7925352193995119,1
LCQLHJZYVOQKHU,methylmalonic acidemia or propionic acidemia,0.0,0.0,0
VAAUVRVFOQPIGI,urinary tract infection,0.0,0.0,0
VDHAWDNDOKGFTD,"Secondary Hyperparathyroidism, Chronic Kidney Disease",-0.00998730478180725,-0.004694737539529072,1
YXSLJKQTIDHPOT,fasciculation,0.0,0.0,0
GJSURZIOUXUGAL,fecal incontinence,0.0,0.0,0
GKTWGGQPFAXNFI,Peripheral Arterial Disease,0.0,0.0,0
GKTWGGQPFAXNFI,Acute ST Segment Elevation Myocardial Infarction; Thrombolysis in Myocardial Infarction Flow,0.0,0.0,0
GKTWGGQPFAXNFI,Myocardial Infarction; ST Segment Elevation Myocardial Infarction (STEMI),0.0,0.0,0
FDKXTQMXEQVLRF,IV Melanoma,0.0,0.0,0
FKRSSPOQAMALKA,Cirrhosis,0.0,0.0,0
POZRVZJJTULAOH,Unexplained Infertility,0.0,0.0,0
JVHXJTBJCFBINQ,Type 1 Diabetes,0.0,0.0,0
JVHXJTBJCFBINQ,Type II Diabetes Mellitus,0.0,0.0,0
XAUDJQYHKZQPEU,Thrombocytopenia; Hematologic Diseases,0.0,0.0,0
DPYMFVXJLLWWEU,Anesthesia With Use of LMA (Laryngeal Mask Airway),0.0,0.0,0
DPYMFVXJLLWWEU,Orthopedic Disorders,0.0,0.0,0
UREBDLICKHMUKA,Chronic Allergic Conjunctivitis,0.0,0.0,0
UREBDLICKHMUKA,Chemotherapy-Induced Nausea and Vomiting,0.0,0.0,0
UREBDLICKHMUKA,Cataract,0.0,0.0,0
UREBDLICKHMUKA,Cardiac Surgery; Congenital Heart Defects; Cardiopulmonary Bypass,0.0,0.0,0
UREBDLICKHMUKA,Postoperative Pain,0.0,0.0,0
UREBDLICKHMUKA,Pediatric Asthma,0.0,0.0,0
UREBDLICKHMUKA,Post-Surgical Ocular Pain; Post-Surgical Ocular Inflammation,0.0,0.0,0
UREBDLICKHMUKA,Gastrointestinal Neoplasms; Chemotherapy-induced Nausea and Vomiting,0.0,0.0,0
DCOPUUMXTXDBNB,Post Operative Dental Pain,0.0,0.0,0
ZEUITGRIYCTCEM,Osteoarthritis,0.0,0.0,0
HGVDHZBSSITLCT,Venous Thromboembolism (VTE); Deep Vein Thrombosis (DVT); Pulmonary Embolism (PE); Cancer,0.0,0.0,0
XDXWLKQMMKQXPV,severe aplastic anemia,0.0,0.0,0
OBWASQILIWPZMG,Type 1 Diabetes Mellitus,0.0,0.0,0
OBWASQILIWPZMG,"Diabetes Mellitus, Type 1",0.0,0.0,0
GBXSMTUPTTWBMN,Heart Failure With Reduced Ejection Fraction (HF-rEF),0.0,0.0,0
UCTWMZQNUQWSLP,Acute Upper Gastrointestinal Bleeding,0.0,0.0,0
JUKPWJGBANNWMW,Duchenne Muscular Dystrophy,0.0,0.0,0
YQEZLKZALYSWHR,Depression,0.0,0.0,0
YQEZLKZALYSWHR,Relapse Prevention in Adult Participants With Treatment-resistant Depression,0.0,0.0,0
VOXZDWNPVJITMN,Schizophrenia; Schizoaffective Disorder; Schizophreniform Disorders,0.0,0.0,0
DCCSDBARQIPTGU,Overactive Bladder Syndrome,0.0,-0.05928207614205062,1
XTULMSXFIHGYFS,Asthma,0.0,0.0,0
XTULMSXFIHGYFS,asthma,0.0,0.0,0
XWLUWCNOOVRFPX,Benzodiazepine Refractory Status Epilepticus,0.0,0.0,0
GKDRMWXFWHEQQT,immune thrombocytopenia,0.0,0.0,0
ZZUFCTLCJUWOSV,fluid overload,0.0,0.0,0
UGJMXCAKCUNAIE,Neck Cancer,0.0,0.0,0
UGJMXCAKCUNAIE,Chronic Pain,0.0,0.0,0
SDUQYLNIPVEERB,Metastatic Pancreatic Cancer,-3.285229495153491,-0.09941793204555704,1
JYGXADMDTFJGBT,Community Acquired Pneumonia,0.0,0.0,0
XYFPWWZEPKGCCK,Chronic Lymphocytic Leukemia,0.023341767398744644,0.034035268096031045,1
XYFPWWZEPKGCCK,Metastatic Pancreatic Adenocarcinoma,-0.013254513003196867,-0.0025610123059104685,1
HEFNNWSXXWATRW,Acute Kidney Injury; Exercise-associated Hyponatremia; Perceived Exertion,0.07913718057998444,-0.00048098194671271355,1
HEFNNWSXXWATRW,Cachexia in Advanced Cancer,0.0,0.0,0
HEFNNWSXXWATRW,Pain; Long-bone Fractures,0.0,0.0,0
DOUYETYNHWVLEO,extramammary Paget disease,0.0,0.0,0
DOUYETYNHWVLEO,lentigo maligna melanoma,0.04113069750260269,-0.02033474496690224,1
QZZUEBNBZAPZLX,heart failure,0.0,0.0,0
VDJHFHXMUKFKET,actinic keratosis,0.0,0.0,0
MOYKHGMNXAOIAT,diabetic foot ulcer,0.0,0.0,0
YQEZLKZALYSWHR,Treatment Resistant Late-Life Depression,0.0,0.0,0
OZWKMVRBQXNZKK,Acute Abdominal Pain,0.0,0.0,0
VPPJLAIAVCUEMN,focal epilepsy,0.0,0.0,0
GOTYRUGSSMKFNF,Multiple Myeloma,0.0,2.1009838257575977,1
HPJKCIUCZWXJDR,Polycystic Ovary Syndrome,0.0,0.0,0
HPJKCIUCZWXJDR,"Azoospermia, Nonobstructive; Oligozoospermia",0.0,0.0,0
VVIAGPKUTFNRDU,gastric adenocarcinoma,0.0,0.0,0
HPHUVLMMVZITSG,Benzodiazepine Refractory Status Epilepticus,0.0,0.0,0
NNJVILVZKWQKPM,obesity,0.0,0.0,0
NNJVILVZKWQKPM,pain,0.0,0.0,0
LTXREWYXXSTFRX,Type 2 Diabetes Mellitus,0.0,0.0,0
LTXREWYXXSTFRX,Type 2 DiAbetes Mellitus,0.0,0.0,0
TYZROVQLWOKYKF,pulmonary tuberculosis,0.0,0.0,0
KSMAGQUYOIHWFS,opioid withdrawal,0.0,0.0,0
PSIFNNKUMBGKDQ,Hypertension,0.0,0.0,0
UFSKUSARDNFIRC,cystic fibrosis,0.0,0.0,0
NOZIJMHMKORZBA,Thrombocytopenia in Patients With Chronic Liver Disease,-0.06894568913350589,0.0024776501422446445,1
UJVDJAPJQWZRFR,growth hormone deficiency,0.0,0.0,0
SGDBTWWWUNNDEQ,Multiple Myeloma,0.0,0.0,0
XZWYZXLIPXDOLR,Bipolar Disorder,0.0,0.0,0
FBOZXECLQNJBKD,Prevention of Graft-versus-Host Disease,0.0,0.0,0
RFKMCNOHBTXSMU,cancer,0.0,0.0,0
VHRSUDSXCMQTMA,Osteoarthrosis,0.0,0.0,0
VHRSUDSXCMQTMA,Dysphasia,0.0,0.0,0
VAOCPAMSLUNLGC,Vaginal Infection,0.0,0.0,0
OJLOPKGSLYJEMD,contraception,0.0,0.0,0
WOFMFGQZHJDGCX,perennial allergic rhinitis,0.0,0.0,0
WOFMFGQZHJDGCX,asthma,0.0,0.0,0
FABPRXSRWADJSP,"Tuberculosis, Pulmonary, Drug Sensitive; Tuberculosis, Pulmonary, Multi Drug-resistant",0.0,0.0,0
RTGDFNSFWBGLEC,Pemphigus Vulgaris,0.0,0.0,0
RTGDFNSFWBGLEC,Lupus Nephritis,0.0,0.0,0
VWPOSFSPZNDTMJ,capillary infantile hemangioma,0.0,0.0,0
XZXHXSATPCNXJR,Patients With Scleroderma Related Lung Fibrosis,-0.20409800966071415,-0.006671490629303445,1
FDLYAMZZIXQODN,Breast Cancer,-0.23302431386492528,-0.02373927494504266,1
KVWDHTXUZHCGIO,Complications of Bone Marrow Transplant; Hematologic Neoplasms,0.0,0.0,0
JEECQCWWSTZDCK,Bacterial Pneumonia; Community-Acquired Infections,0.0,0.0,0
VSZGPKBBMSAYNT,Influenza,0.0,0.0,0
RCINICONZNJXQF,NSCLC,0.0,0.0,0
