aact_name,clean,nontherap_reason,n_trials
PBI-4050/ Placebo,PBI-4050/ Placebo,ext:placebo,1
Placebo Part A (SAD),Placebo Part A (SAD),ext:placebo,1
Placebo Part B (MAD),Placebo Part B (MAD),ext:placebo,1
air/oxygen,air/oxygen,ext:oxygen,1
Placebo of HS-25,Placebo of HS-25,ext:placebo,1
Wenyang Huoxue placebo,Wenyang Huoxue placebo,ext:placebo,1
Matching placebo: Tartaric acid,Matching placebo: Tartaric acid,ext:placebo,1
Oral Glucose Tolerance Test (OGTT),Oral Glucose Tolerance Test (OGTT),ext:glucose,1
Fuzuloparib Placebo， Abiraterone acetate and Prednisone,Fuzuloparib Placebo， Abiraterone acetate and Prednisone,ext:placebo,1
Placebo Part E (MAD),Placebo Part E (MAD),ext:placebo,1
Placebo film-coated tablet,Placebo film-coated tablet,ext:placebo,1
"CBL-514, placebo","CBL-514, placebo",ext:placebo,1
MHB018A injection Placebo,MHB018A injection Placebo,ext:placebo,1
TLC19 Vehicle,TLC19 Vehicle,ext:vehicle,1
Berberine placebo tablets,Berberine placebo tablets,ext:placebo,1
Ticagrelor + placebo,Ticagrelor + placebo,ext:placebo,1
Inulin placebo tablets,Inulin placebo tablets,ext:placebo,1
Treatment of TongBi placebo,Treatment of TongBi placebo,ext:placebo,1
68Ga-PSMA-generator vs. 68Ga-PSMA-cyclotron,68Ga-PSMA-generator vs. 68Ga-PSMA-cyclotron,radiotracer/imaging,1
Transdermal patch placebo,Transdermal patch placebo,ext:placebo,1
89Zr-GSK2398852 (89Zr-labeled anti-SAP mAb),89Zr-GSK2398852 (89Zr-labeled anti-SAP mAb),radiotracer/imaging,1
intermittent boluses of Hypertonic saline,intermittent boluses of Hypertonic saline,ext:saline,1
continuous infusion of Hypertonic saline,continuous infusion of Hypertonic saline,ext:saline,1
Placebo to ZSP1273,Placebo to ZSP1273,ext:placebo,1
"Hand antisepsis with a solution of alcohol, chlorhexidine digluconate and potassium sorbate.","Hand antisepsis with a solution of alcohol, chlorhexidine digluconate and potassium sorbate.",ext:alcohol,1
68Ga-PSMA PET/CT,68Ga-PSMA PET/CT,radiotracer/imaging,1
68Ga-DOTA-JR11,68Ga-DOTA-JR11,radiotracer/imaging,1
FE203799 Placebo GLP-2 analogue,FE203799 Placebo GLP-2 analogue,ext:placebo,1
Placebo Option 2,Placebo Option 2,ext:placebo,1
Placebo Option 1,Placebo Option 1,ext:placebo,1
ASC 41 Placebo,ASC 41 Placebo,ext:placebo,1
Ampreloxetine Placebo,Ampreloxetine Placebo,ext:placebo,1
[18F]DCFPyL,[18F]DCFPyL,radiotracer/imaging,1
"""Normal Saline""","""Normal Saline""",ext:saline,1
Placebo (NNC0247-0829),Placebo (NNC0247-0829),ext:placebo,1
Sodium bicarbonate infusion,Sodium bicarbonate infusion,ext:sodium bicarbonate,1
68Ga-PSMA-0057,68Ga-PSMA-0057,radiotracer/imaging,1
89Zr-DFO-Atezolizumab,89Zr-DFO-Atezolizumab,radiotracer/imaging,1
Placebo for Oral IR-LD/CD,Placebo for Oral IR-LD/CD,ext:placebo,1
D/C/F/TAF FDC placebo,D/C/F/TAF FDC placebo,ext:placebo,1
Placebo umbilical cord blood infusion,Placebo umbilical cord blood infusion,ext:placebo,1
Corticosteroid vs. Dextrose,Corticosteroid vs. Dextrose,ext:dextrose,1
Placebo erythropoietin injection,Placebo erythropoietin injection,ext:placebo,1
TORIPALIMAB INJECTION(JS001 ) Carboplatin Cisplatin Etoposide Placebo,TORIPALIMAB INJECTION(JS001 ) Carboplatin Cisplatin Etoposide Placebo,ext:placebo,1
Sorafenib+placebo,Sorafenib+placebo,ext:placebo,1
Esomeprazole 40mg placebo,Esomeprazole 40mg placebo,ext:placebo,1
Injection of hypertonic saline,Injection of hypertonic saline,ext:saline,1
Injection of Isotonic saline,Injection of Isotonic saline,ext:saline,1
"1.5% Xylitol, 0.5% Glucose, and 0.02% L-carnitine","1.5% Xylitol, 0.5% Glucose, and 0.02% L-carnitine",ext:glucose,1
"0.7% Xylitol, 0.5% Glucose, and 0.02% L-carnitine","0.7% Xylitol, 0.5% Glucose, and 0.02% L-carnitine",ext:glucose,1
Durvalumab placebo,Durvalumab placebo,ext:placebo,1
Placebo olaparib,Placebo olaparib,ext:placebo,1
[18F]DPA-714 Positron Emission Tomography Scan,[18F]DPA-714 Positron Emission Tomography Scan,radiotracer/imaging,1
Positron Emission Tomography (PET) with [18F]-FEOBV,Positron Emission Tomography (PET) with [18F]-FEOBV,radiotracer/imaging,1
Positron Emission Tomography (PET) with [18F]-FDOPA,Positron Emission Tomography (PET) with [18F]-FDOPA,radiotracer/imaging,1
Half Normal Saline 0.45% Infusion Solution Bag,Half Normal Saline 0.45% Infusion Solution Bag,ext:saline,1
Placebo (Group P),Placebo (Group P),ext:placebo,1
FT-4101 placebo,FT-4101 placebo,ext:placebo,1
Metronidazole and Amoxicillin placebos,Metronidazole and Amoxicillin placebos,ext:placebo,1
Magnesium sulfate group,Magnesium sulfate group,ext:magnesium sulfate,1
Placebo Low Dose,Placebo Low Dose,ext:placebo,1
Placebo High Dose,Placebo High Dose,ext:placebo,1
0.9% natural saline,0.9% natural saline,ext:saline,1
D-2570 Placebo,D-2570 Placebo,ext:placebo,1
YN001 20mg Dose + 5% glucose injection,YN001 20mg Dose + 5% glucose injection,ext:glucose,1
ASP8062 Placebo,ASP8062 Placebo,ext:placebo,1
Magnesium sulfate through real weight group,Magnesium sulfate through real weight group,ext:magnesium sulfate,1
Magnesium sulfate through ideal corrected weight group,Magnesium sulfate through ideal corrected weight group,ext:magnesium sulfate,1
Placebo of EBP05,Placebo of EBP05,ext:placebo,1
Placebo to Rifamycin SV-MMX,Placebo to Rifamycin SV-MMX,ext:placebo,1
[11C]Martinostat,[11C]Martinostat,radiotracer/imaging,1
Placebo LSF,Placebo LSF,ext:placebo,1
Placebo to ertugliflozin 5 mg,Placebo to ertugliflozin 5 mg,ext:placebo,1
Placebo to ertugliflozin 15 mg,Placebo to ertugliflozin 15 mg,ext:placebo,1
90Y DOTATATE and 177Lu DOTATATE (mix each of 50%),90Y DOTATATE and 177Lu DOTATATE (mix each of 50%),radiotracer/imaging,1
(177Lu-DOTAOTyr3)Octreotate,(177Lu-DOTAOTyr3)Octreotate,radiotracer/imaging,1
Injectable Placebo,Injectable Placebo,ext:placebo,1
N-acetyl cysteine then Placebo,N-acetyl cysteine then Placebo,ext:placebo,1
Placebo then N-acetyl cysteine,Placebo then N-acetyl cysteine,ext:placebo,1
Placebo to match Seladelpar,Placebo to match Seladelpar,ext:placebo,1
Placebo matching to Dapagliflozin 10 mg,Placebo matching to Dapagliflozin 10 mg,ext:placebo,1
Phenylephrine infusion and Ringer-Acetate bolus,Phenylephrine infusion and Ringer-Acetate bolus,ext:ringer,1
Placebo and sequential therapy,Placebo and sequential therapy,ext:placebo,1
Placebo salve,Placebo salve,ext:placebo,1
Placebo iv,Placebo iv,ext:placebo,1
Sucrose 24% Oral Solution,Sucrose 24% Oral Solution,ext:sucrose,1
GV1001 placebo,GV1001 placebo,ext:placebo,1
Sodium Valproate matched placebo,Sodium Valproate matched placebo,ext:placebo,1
Placebo of HM15136,Placebo of HM15136,ext:placebo,1
200mg IV thiamine in 50mL 0.9% saline,200mg IV thiamine in 50mL 0.9% saline,ext:saline,1
Proscar placebo,Proscar placebo,ext:placebo,1
R2: Lenalidomide plus placebo maintenance,R2: Lenalidomide plus placebo maintenance,ext:placebo,1
Placebo of Ruyizhenbao Pill,Placebo of Ruyizhenbao Pill,ext:placebo,1
18F-DCFPyL-iPSMA,18F-DCFPyL-iPSMA,radiotracer/imaging,1
Placebo Lonafarnib,Placebo Lonafarnib,ext:placebo,1
68Ga-HBED-iPSMA,68Ga-HBED-iPSMA,radiotracer/imaging,1
Treatment administration (Levetiracetam or placebo),Treatment administration (Levetiracetam or placebo),ext:placebo,1
Placebo for MEDI0382 high dose,Placebo for MEDI0382 high dose,ext:placebo,1
Placebo matching moxifloxacin tablet,Placebo matching moxifloxacin tablet,ext:placebo,1
Placebo matching CS-3150,Placebo matching CS-3150,ext:placebo,1
Placebo for MEDI0382 low dose,Placebo for MEDI0382 low dose,ext:placebo,1
Placebo Foam,Placebo Foam,ext:placebo,1
CKD-497 placebo,CKD-497 placebo,ext:placebo,1
Comparator placebo,Comparator placebo,ext:placebo,1
Idebenone/placebo,Idebenone/placebo,ext:placebo,1
"""Ketamine"" and ""dexmedetomidine"" and ""propofol"" and ""0.9%saline""","""Ketamine"" and ""dexmedetomidine"" and ""propofol"" and ""0.9%saline""",ext:saline,1
18F-C-SNAT4,18F-C-SNAT4,radiotracer/imaging,1
Placebo (oral semaglutide),Placebo (oral semaglutide),ext:placebo,1
SJP002 Placebo 1,SJP002 Placebo 1,ext:placebo,1
SJP002 Placebo 2,SJP002 Placebo 2,ext:placebo,1
Lactated Ringers Solution for Injection,Lactated Ringers Solution for Injection,ext:ringer,1
40 cc sterile saline solution,40 cc sterile saline solution,ext:saline,1
Nitrogen Gas for Inhalation,Nitrogen Gas for Inhalation,ext:nitrogen,1
[68Ga]-NeoBOMB1,[68Ga]-NeoBOMB1,radiotracer/imaging,1
Placebo to Esomeprazole,Placebo to Esomeprazole,ext:placebo,1
Placebo to Sildenafil Citrate,Placebo to Sildenafil Citrate,ext:placebo,1
18F-DOPA PET,18F-DOPA PET,radiotracer/imaging,1
Placebo-AG019,Placebo-AG019,ext:placebo,1
Placebo-Teplizumab,Placebo-Teplizumab,ext:placebo,1
Placebo for relugolix,Placebo for relugolix,ext:placebo,1
Topical Vehicle,Topical Vehicle,ext:vehicle,1
99mTc niacinamide polyethylene glycol bicyclic RGD peptide (99mTc-3PRGD2),99mTc niacinamide polyethylene glycol bicyclic RGD peptide (99mTc-3PRGD2),radiotracer/imaging,1
SHR placebo,SHR placebo,ext:placebo,1
Placebo (insulin 287),Placebo (insulin 287),ext:placebo,1
bosunitib sorbitol,bosunitib sorbitol,ext:sorbitol,1
bosutinib in mannitol high sweet,bosutinib in mannitol high sweet,ext:mannitol,1
bosutinib in mannitol low sweet,bosutinib in mannitol low sweet,ext:mannitol,1
Bosutinib Mannitol,Bosutinib Mannitol,ext:mannitol,1
Placebo - Parts A + B,Placebo - Parts A + B,ext:placebo,1
Placebo Bufei Jianpi granule,Placebo Bufei Jianpi granule,ext:placebo,1
Placebo of Nifedipine,Placebo of Nifedipine,ext:placebo,1
bupivacaine plus mannitol,bupivacaine plus mannitol,ext:mannitol,1
Placebo Bufei Yishen granule,Placebo Bufei Yishen granule,ext:placebo,1
TQH2929 Placebo,TQH2929 Placebo,ext:placebo,1
GCK 100 mg + Placebo 200 mg,GCK 100 mg + Placebo 200 mg,ext:placebo,1
GCK 200 mg + Placebo 100 mg,GCK 200 mg + Placebo 100 mg,ext:placebo,1
Epinephrine or normal saline,Epinephrine or normal saline,ext:saline,1
SPH3127 tablet Placebo,SPH3127 tablet Placebo,ext:placebo,1
60% Oxygen Group - Infants will start in 60% oxygen,60% Oxygen Group - Infants will start in 60% oxygen,ext:oxygen,1
30% Oxygen Group - Infants will start in 30% oxygen,30% Oxygen Group - Infants will start in 30% oxygen,ext:oxygen,1
Contrast Enhanced Ultrasound (CEUS),Contrast Enhanced Ultrasound (CEUS),ext:contrast,1
Positron Emission Tomography using [11 Carbon]-3-amino-4-(2-dimethylaminomethylphenylsulfanyl)-benzonitrile ([11C]-DASB) and [18 Fluorine]-altanserin ([18F]-altanserin),Positron Emission Tomography using [11 Carbon]-3-amino-4-(2-dimethylaminomethylphenylsulfanyl)-benzonitrile ([11C]-DASB) and [18 Fluorine]-altanserin ([18F]-altanserin),radiotracer/imaging,1
Placebo ABBV-3067,Placebo ABBV-3067,ext:placebo,1
Placebo ABBV-2222,Placebo ABBV-2222,ext:placebo,1
Positron Emission Tomography using [18 Fluorine]-altanserin ([18F]-altanserin),Positron Emission Tomography using [18 Fluorine]-altanserin ([18F]-altanserin),radiotracer/imaging,1
Yangxin Dawayimixike Honey Paste placebo,Yangxin Dawayimixike Honey Paste placebo,ext:placebo,1
Radium bromatum/Apis mellifica/Belladonna placebo pills,Radium bromatum/Apis mellifica/Belladonna placebo pills,ext:placebo,1
Placebo pills of Radium bromatum,Placebo pills of Radium bromatum,ext:placebo,1
PRRT with 177Lu-DOTATATE,PRRT with 177Lu-DOTATATE,radiotracer/imaging,1
[18F]DPA-714-PET/MRI,[18F]DPA-714-PET/MRI,radiotracer/imaging,1
SmofKabiven® extra Nitrogen,SmofKabiven extra Nitrogen,ext:nitrogen,1
"Polyethylene glycol 3350, sodium sulfate anhydrous, sodium bicarbonate, sodium chloride, potassium chloride, aspartame;Bisacodyl","Polyethylene glycol 3350, sodium sulfate anhydrous, sodium bicarbonate, sodium chloride, potassium chloride, aspartame;Bisacodyl",canonical:Sodium Chloride,1
Placebo multiple ascending doses,Placebo multiple ascending doses,ext:placebo,1
Vasoactive Intestinal Peptide (VIP) and Saline,Vasoactive Intestinal Peptide (VIP) and Saline,ext:saline,1
Topical vehicle solution,Topical vehicle solution,ext:vehicle,1
Placebo for Verinurad,Placebo for Verinurad,ext:placebo,1
Placebo for Allopurinol,Placebo for Allopurinol,ext:placebo,1
placebo drops,placebo drops,ext:placebo,1
Placebo patch and pill,Placebo patch and pill,ext:placebo,1
CD5789 Cream Vehicle,CD5789 Cream Vehicle,ext:vehicle,1
Placebo to dupilumab,Placebo to dupilumab,ext:placebo,1
Placebo to upadacitinib,Placebo to upadacitinib,ext:placebo,1
REGN3500-Matching Placebo,REGN3500-Matching Placebo,ext:placebo,1
"Normal Saline Flush, 0.9%, 20mL topical","Normal Saline Flush, 0.9%, 20mL topical",ext:saline,1
Placebo to MK-4334,Placebo to MK-4334,ext:placebo,1
"1.36%, 1.5%, 2.27%, 2.5%, 3.86%, 2.25% Glucose PD Solution","1.36%, 1.5%, 2.27%, 2.5%, 3.86%, 2.25% Glucose PD Solution",ext:glucose,1
Placebo Plaster,Placebo Plaster,ext:placebo,1
68Ga-PSMA-11 PET/MRI,68Ga-PSMA-11 PET/MRI,radiotracer/imaging,1
rhNGF 20 μg/ml + vehicle,rhNGF 20 μg/ml + vehicle,ext:vehicle,1
Placebo in Oral Dosage Form,Placebo in Oral Dosage Form,ext:placebo,1
Placebo matching dostarlimab,Placebo matching dostarlimab,ext:placebo,1
Pittsburgh Compound B,Pittsburgh Compound B,radiotracer/imaging,1
Placebo matching Niraparib,Placebo matching Niraparib,ext:placebo,1
[111In]-FPI-1547 Injection,[111In]-FPI-1547 Injection,radiotracer/imaging,1
[225Ac]-FPI-1434 Injection multi-dose,[225Ac]-FPI-1434 Injection multi-dose,radiotracer/imaging,1
[225Ac]-FPI-1434 Injection single-dose,[225Ac]-FPI-1434 Injection single-dose,radiotracer/imaging,1
Sensitive Eyes® Plus Saline Solution,Sensitive Eyes Plus Saline Solution,ext:saline,1
Placebo (for amantadine sulphate),Placebo (for amantadine sulphate),ext:placebo,1
FMX101 vehicle,FMX101 vehicle,ext:vehicle,1
valsartan matching placebo,valsartan matching placebo,ext:placebo,1
Cream Vehicle,Cream Vehicle,ext:vehicle,1
sacubitril/valsartan matching placebo,sacubitril/valsartan matching placebo,ext:placebo,1
Intraduodenal placebo,Intraduodenal placebo,ext:placebo,1
Intragastric placebo,Intragastric placebo,ext:placebo,1
Placebo p.o,Placebo p.o,ext:placebo,1
Placebo of HP515 20mg Tablet,Placebo of HP515 20mg Tablet,ext:placebo,1
VIM0423 Placebo,VIM0423 Placebo,ext:placebo,1
placebo1 and placebo2,placebo1 and placebo2,ext:placebo,1
placebo1 and celecoxib,placebo1 and celecoxib,ext:placebo,1
Dextrose 5% in water (D5W),Dextrose 5% in water (D5W),ext:dextrose,1
TAK-988 Placebo,TAK-988 Placebo,ext:placebo,1
JNJ-53718678 Placebo,JNJ-53718678 Placebo,ext:placebo,1
Magnesium Sulfate infusion,Magnesium Sulfate infusion,ext:magnesium sulfate,1
HIP1601 Placebo,HIP1601 Placebo,ext:placebo,1
HGP1705 Placebo,HGP1705 Placebo,ext:placebo,1
Step 2: Placebo,Step 2: Placebo,ext:placebo,1
MAD: Placebo,MAD: Placebo,ext:placebo,1
SAD: Placebo,SAD: Placebo,ext:placebo,1
Phenelzine placebo,Phenelzine placebo,ext:placebo,1
[68Ga]PSMA-PET/MRI or PET/CT,[68Ga]PSMA-PET/MRI or PET/CT,radiotracer/imaging,1
Placebo oral liquid and mouthwash,Placebo oral liquid and mouthwash,ext:placebo,1
Topical Vehicle Gel,Topical Vehicle Gel,ext:vehicle,1
MAL Vehicle Cream,MAL Vehicle Cream,ext:vehicle,1
131I-PSMA-1095 Radioligand Therapy (RLT),131I-PSMA-1095 Radioligand Therapy (RLT),radiotracer/imaging,1
Chiglitazar Placebo,Chiglitazar Placebo,ext:placebo,1
Caffeine Anhydrous with large sucrose pill,Caffeine Anhydrous with large sucrose pill,ext:sucrose,1
Caffeine Anhydrous with small sucrose pill,Caffeine Anhydrous with small sucrose pill,ext:sucrose,1
ENERGI-F703 GEL matched vehicle,ENERGI-F703 GEL matched vehicle,ext:vehicle,1
Natrium/ Kalium/ Magnesium sulfate,Natrium/ Kalium/ Magnesium sulfate,ext:magnesium sulfate,1
Preserved saline in reconstitution of Botox,Preserved saline in reconstitution of Botox,ext:saline,1
placebo alcohol,placebo alcohol,ext:placebo,1
Placebo (matched to NNC0487-0111),Placebo (matched to NNC0487-0111),ext:placebo,1
Placebo (liraglutide),Placebo (liraglutide),ext:placebo,1
placebo Soft Capsules,placebo Soft Capsules,ext:placebo,1
0.9% Sodium Chloride (NaCl),0.9% Sodium Chloride (NaCl),canonical:Sodium Chloride,1
0.9% NaCl (normal saline),0.9% NaCl (normal saline),ext:saline,1
Medical air (sham O2),Medical air (sham O2),ext:medical air,1
Oxygen 40 %,Oxygen 40 %,ext:oxygen,1
Placebo (vehicle control) nasal spray,Placebo (vehicle control) nasal spray,ext:placebo,1
FEC/TE Placebo,FEC/TE Placebo,ext:placebo,1
CHF6563 matched placebo,CHF6563 matched placebo,ext:placebo,1
Morphine matched placebo,Morphine matched placebo,ext:placebo,1
Atorvastatin - placebo controlled clinical trial,Atorvastatin - placebo controlled clinical trial,ext:placebo,1
SHR3680(Placebo),SHR3680(Placebo),ext:placebo,1
SHR3162(Placebo),SHR3162(Placebo),ext:placebo,1
lactated Ringer's solution,lactated Ringer's solution,ext:ringer,1
Placebo to S-600918,Placebo to S-600918,ext:placebo,1
225Ac-TR2205 Injection,225Ac-TR2205 Injection,radiotracer/imaging,1
Placebo curcumin capsule,Placebo curcumin capsule,ext:placebo,1
Saline 0.9% infusion,Saline 0.9% infusion,ext:saline,1
13C-glucose,13C-glucose,ext:glucose,1
Placebo for Ivermectin cream 1%,Placebo for Ivermectin cream 1%,ext:placebo,1
Placebo (for FP-045 oral solution),Placebo (for FP-045 oral solution),ext:placebo,1
Placebo (for diazoxide),Placebo (for diazoxide),ext:placebo,1
Liposomal Placebo,Liposomal Placebo,ext:placebo,1
Ibuprofen Placebo Tab,Ibuprofen Placebo Tab,ext:placebo,1
X0002 Placebo Spray,X0002 Placebo Spray,ext:placebo,1
Topical minoxidil 5% in pure ethanol alone,Topical minoxidil 5% in pure ethanol alone,ext:ethanol,1
Saline dressing,Saline dressing,ext:saline,1
"APP13007 Placebo, 0.1%","APP13007 Placebo, 0.1%",ext:placebo,1
"APP13007 Placebo, 0.05%","APP13007 Placebo, 0.05%",ext:placebo,1
Fluorine-18 Labeled [18F]-JNJ-64511070,Fluorine-18 Labeled [18F]-JNJ-64511070,radiotracer/imaging,1
Topical minoxidil 5% in 90% ethanol and 5% propylene glycol,Topical minoxidil 5% in 90% ethanol and 5% propylene glycol,ext:ethanol,1
ASLAN004 Placebo,ASLAN004 Placebo,ext:placebo,1
GLUCOSE 10%,GLUCOSE 10%,ext:glucose,1
Placebo vaginal insert,Placebo vaginal insert,ext:placebo,1
glucose water,glucose water,ext:glucose,1
enzalutamide Placebo,enzalutamide Placebo,ext:placebo,1
Glucose IV,Glucose IV,ext:glucose,1
Placebo for Immediate Release Topiramate,Placebo for Immediate Release Topiramate,ext:placebo,1
Placebo for Phentermine,Placebo for Phentermine,ext:placebo,1
Placebo for Zebinix 1600mg,Placebo for Zebinix 1600mg,ext:placebo,1
Placebo for Zebinix 800mg,Placebo for Zebinix 800mg,ext:placebo,1
Placebo for Zebinix 400mg,Placebo for Zebinix 400mg,ext:placebo,1
Placebo capsules (containing Avicel blend),Placebo capsules (containing Avicel blend),ext:placebo,1
Normal saline + Standard Treatment,Normal saline + Standard Treatment,ext:saline,1
Bacteriophage Placebo,Bacteriophage Placebo,ext:placebo,1
MABp1 (Bermekimab) OR Placebo,MABp1 (Bermekimab) OR Placebo,ext:placebo,1
"Sodium Chloride 0,9%","Sodium Chloride 0,9%",canonical:Sodium Chloride,1
Placebo for ABI-H2158,Placebo for ABI-H2158,ext:placebo,1
21% oxygen,21% oxygen,ext:oxygen,1
Placebo estradiol,Placebo estradiol,ext:placebo,1
Placebo GnRH antagonist,Placebo GnRH antagonist,ext:placebo,1
injection of 68Ga-DOTATATE,injection of 68Ga-DOTATATE,radiotracer/imaging,1
Technetium Tc 99M,Technetium Tc 99M,radiotracer/imaging,1
control group: Clomiphene Citrate Tablets and Bushen Culuan Decoction placebo,control group: Clomiphene Citrate Tablets and Bushen Culuan Decoction placebo,ext:placebo,1
