smiles,inchikey,drug_name,chembl_id,drugbank_id,drug_targets_symbols,drug_targets_ensembl,drug_targets_enst,n_targets,n_ensembl_targets,n_enst_targets
Cc1ncc(NC(=O)c2cc(CN(C)C)cc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)c(=O)n(C)c1,YJYYWWDRIBCBBQ-UHFFFAOYSA-N,LJPC-401,CHEMBL5985086,,,,,0,0,0
CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O.NC(CO)(CO)CO,KZSSWXACMCYLBM-RMWNCEGRSA-N,Iloprost,CHEMBL5315118,,PTGIR,ENSG00000160013,ENST00000291294;ENST00000594275;ENST00000595460;ENST00000596260;ENST00000597185;ENST00000598865;ENST00000718329;ENST00000872951;ENST00000872952;ENST00000872953;ENST00000872954;ENST00000967894;ENST00000967895;ENST00000967896,1,1,14
COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,WEAJZXNPAWBCOA-INIZCTEOSA-N,AVANAFIL,CHEMBL1963681,,PDE5A,ENSG00000138735,ENST00000264805;ENST00000354960;ENST00000394439;ENST00000420633;ENST00000502912;ENST00000503412;ENST00000508914;ENST00000509612;ENST00000512450;ENST00000512494;ENST00000512739;ENST00000513594;ENST00000925607;ENST00000925608,1,1,14
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl,WFXFYZULCQKPIP-UHFFFAOYSA-N,prazosin,CHEMBL1558,,ADRA1B;ADRA1D;ADRA1A,ENSG00000120907;ENSG00000170214;ENSG00000171873,ENST00000306675;ENST00000641205;ENST00000641475;ENST00000865014;ENST00000379453;ENST00000621688;ENST00000276393;ENST00000354550;ENST00000380572;ENST00000380573;ENST00000380582;ENST00000380586;ENST00000518621;ENST00000518810;ENST00000519096;ENST00000519229;ENST00000521711,3,3,17
O=c1ccc2ccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)cc2o1,PGUDASZQLOAZRX-DABQJJPHSA-N,K-103-IP,CHEMBL4650310,,,,,0,0,0
CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1,VWXRQYYUEIYXCZ-OBIMUBPZSA-N,Atosiban,CHEMBL382301,,OXTR,ENSG00000180914,ENST00000316793;ENST00000431493;ENST00000449615;ENST00000474615;ENST00000894689;ENST00000894690;ENST00000894691;ENST00000894692,1,1,8
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,XUFXOAAUWZOOIT-ZJGALDLUSA-N,Acarbose,CHEMBL4299399,,,,,0,0,0
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,JQXXHWHPUNPDRT-WLSIYKJHSA-N,Rifampin,CHEMBL374478,,,,,0,0,0
Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.O.[Na+],UNZIDPIPYUMVPA-UHFFFAOYSA-M,Dipyrone,CHEMBL3989803,,PTGS2;PTGS1,ENSG00000073756;ENSG00000095303,ENST00000367468;ENST00000466691;ENST00000490885;ENST00000559627;ENST00000680451;ENST00000681605;ENST00000223423;ENST00000362012;ENST00000373698;ENST00000426608;ENST00000540753;ENST00000619306;ENST00000643576;ENST00000643810;ENST00000645132;ENST00000647067;ENST00000863389;ENST00000863390;ENST00000863391;ENST00000863392;ENST00000863393,2,2,21
C=CCN1CC[C@@]23c4c5ccc(O)c4O[C@@H]2C(=O)CC[C@]3(O)[C@@H]1C5,UZHSEJADLWPNLE-PIKADFDJSA-N,naloxone,CHEMBL3249799,,,,,0,0,0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,FBPFZTCFMRRESA-KVTDHHQDSA-N,mannitol,CHEMBL689,,,,,0,0,0
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,NZCRJKRKKOLAOJ-XRCRFVBUSA-N,Rifaximin,CHEMBL1617,,,,,0,0,0
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,VJECBOKJABCYMF-UHFFFAOYSA-N,Doxazosin,CHEMBL1200561,,ADRA1B;ADRA1D;ADRA1A,,,3,0,0
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,XPOQHMRABVBWPR-ZDUSSCGKSA-N,Efavirenz,CHEMBL223228,,,,,0,0,0
CC1(C)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+],NKZMPZCWBSWAOX-IBTYICNHSA-M,Sulbactam,CHEMBL1200944,,,,,0,0,0
CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,LPAUOXUZGSBGDU-STDDISTJSA-N,Ponesimod,CHEMBL1096146,,S1PR1,ENSG00000170989,ENST00000305352;ENST00000475289;ENST00000475821;ENST00000561748;ENST00000648480;ENST00000649383;ENST00000876129;ENST00000876130;ENST00000945456;ENST00000945457,1,1,10
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,XNKLLVCARDGLGL-UHFFFAOYSA-N,Stavudine,CHEMBL418334,,,,,0,0,0
N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,QXWYKJLNLSIPIN-JGVFFNPUSA-N,Droxidopa,CHEMBL2103827,,ADRB3;ADRA1A;ADRA2C;ADRA1B;ADRA1D;ADRB2;ADRA2B;ADRB1;ADRA2A,ENSG00000274286;ENSG00000188778;ENSG00000043591;ENSG00000169252;ENSG00000184160;ENSG00000120907;ENSG00000150594;ENSG00000170214;ENSG00000171873,ENST00000345060;ENST00000520341;ENST00000276393;ENST00000354550;ENST00000380572;ENST00000380573;ENST00000380582;ENST00000380586;ENST00000518621;ENST00000518810;ENST00000519096;ENST00000519229;ENST00000521711;ENST00000330055;ENST00000509482;ENST00000306675;ENST00000641205;ENST00000641475;ENST00000865014;ENST00000379453;ENST00000621688;ENST00000305988;ENST00000620793;ENST00000369295;ENST00000280155,9,9,25
COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,NBRBXGKOEOGLOI-UHFFFAOYSA-N,Dasabuvir,CHEMBL3137312,,,,,0,0,0
CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,FWCVZAQENIZVMY-UHFFFAOYSA-N,voxelotor,CHEMBL4101807,,HBA1;HBB;HBA2,,,3,0,0
CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,UQRORFVVSGFNRO-UTINFBMNSA-N,Miglustat,CHEMBL1029,,UGCG,,,1,0,0
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12.[Na+],ZXNAQFZBWUNWJM-HRXMHBOMSA-M,Ertapenem,CHEMBL1232,,,,,0,0,0
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N,Kanamycin,CHEMBL1384,,,,,0,0,0
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O,YNQQEYBLVYAWNX-WLHGVMLRSA-N,Ketotifen,CHEMBL1633,,HRH1,,,1,0,0
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,SGUAFYQXFOLMHL-UHFFFAOYSA-N,Labetalol,CHEMBL429,,ADRA2A;ADRB2;ADRB1;ADRB3;ADRA1D;ADRA2B;ADRA2C;ADRA1B;ADRA1A,,,9,0,0
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,JCQLYHFGKNRPGE-FCVZTGTOSA-N,Lactulose,CHEMBL296306,,,,,0,0,0
CC(C)Cn1cnc2c(N)nc3ccccc3c21,DOUYETYNHWVLEO-UHFFFAOYSA-N,Imiquimod,CHEMBL1282,,TLR7,,,1,0,0
CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1,WMDSZGFJQKSLLH-RBBKRZOGSA-N,Landiolol,CHEMBL1742466,,ADRB1,ENSG00000043591,ENST00000369295,1,1,1
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,JGPMMRGNQUBGND-UHFFFAOYSA-N,Idebenone,CHEMBL252556,,,,,0,0,0
CC(=O)O.N=C(N)NCCC[C@@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C[C@@H]2CCCC[C@@H]21,HKMZRZUEADSZDQ-DZJWSCHMSA-N,Icatibant,CHEMBL2028852,,BDKRB2,ENSG00000168398,,1,1,0
O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,FGQFOYHRJSUHMR-UHFFFAOYSA-N,Lesinurad,CHEMBL2105720,,SLC22A12,,,1,0,0
CCN(CC)CC(=O)Nc1c(C)cccc1C,NNJVILVZKWQKPM-UHFFFAOYSA-N,Lidocaine,CHEMBL79,,SCN9A;SCN7A;SCN8A;SCN4A;SCN3A;SCN11A;SCN5A;SCN1A;SCN2A;SCN10A,,,10,0,0
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,TYZROVQLWOKYKF-ZDUSSCGKSA-N,Linezolid,CHEMBL126,,,,,0,0,0
NC(=O)CC[C@H](N)C(=O)O,ZDXPYRJPNDTMRX-VKHMYHEASA-N,Glutamine,CHEMBL930,,,,,0,0,0
CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,SFNSLLSYNZWZQG-VQIMIIECSA-N,Glasdegib,CHEMBL2043437,,SMO,,,1,0,0
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,KJHKTHWMRKYKJE-SUGCFTRWSA-N,Lopinavir,CHEMBL729,,,,,0,0,0
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,UWYHMGVUTGAWSP-JKIFEVAISA-N,Oxacillin,CHEMBL819,,,,,0,0,0
CC/N=C(\NCC)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN/C(=N/CC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,GJNXBNATEDXMAK-PFLSVRRQSA-N,Ganirelix,CHEMBL1251,,GNRHR,ENSG00000109163,ENST00000226413;ENST00000420975,1,1,2
OCCn1cc(-c2ccc3c(c2)CCC3=NO)c(-c2ccncc2)n1,DEZZLWQELQORIU-UHFFFAOYSA-N,GDC -0941,CHEMBL2139930,,,,,0,0,0
O=C(O)P(=O)(O)O,ZJAOAACCNHFJAH-UHFFFAOYSA-N,Foscarnet,CHEMBL666,,,,,0,0,0
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,KJFBVJALEQWJBS-XUXIUFHCSA-N,Maribavir,CHEMBL515408,,,,,0,0,0
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,OCJYIGYOJCODJL-UHFFFAOYSA-N,Meclizine,CHEMBL1623,,HRH1,ENSG00000196639,ENST00000397056;ENST00000413416;ENST00000431010;ENST00000438284;ENST00000903200;ENST00000903201;ENST00000903202;ENST00000903203;ENST00000903204;ENST00000903205;ENST00000903206;ENST00000903207;ENST00000958939;ENST00000958940;ENST00000958941,1,1,15
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,USSIQXCVUWKGNF-UHFFFAOYSA-N,Methadone,CHEMBL651,,OPRM1,ENSG00000112038,ENST00000229768;ENST00000330432;ENST00000337049;ENST00000360422;ENST00000414028;ENST00000419506;ENST00000428397;ENST00000434900;ENST00000435918;ENST00000452687;ENST00000518759;ENST00000519083;ENST00000519613;ENST00000520282;ENST00000520708;ENST00000521106;ENST00000522236;ENST00000522382;ENST00000522555;ENST00000522739;ENST00000523520;ENST00000524150;ENST00000524163,1,1,23
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,DDLIGBOFAVUZHB-UHFFFAOYSA-N,Midazolam,CHEMBL655,,GABRD;GABRE;GABRA3;GABRG2;GABRG1;GABRA6;GABRA5;GABRB2;GABRB1;GABRQ;GABRB3;GABRA1;GABRG3;GABRA2;GABRP;GABRA4,,,16,0,0
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,PTKSEFOSCHHMPD-UHFFFAOYSA-N,Midodrine,CHEMBL1201212,,ADRA1D;ADRA1B;ADRA1A,ENSG00000170214;ENSG00000171873;ENSG00000120907,ENST00000379453;ENST00000621688;ENST00000306675;ENST00000641205;ENST00000641475;ENST00000865014;ENST00000276393;ENST00000354550;ENST00000380572;ENST00000380573;ENST00000380582;ENST00000380586;ENST00000518621;ENST00000518810;ENST00000519096;ENST00000519229;ENST00000521711,3,3,17
O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1,XAYGBKHKBBXDAK-UHFFFAOYSA-N,Mitapivat,CHEMBL4299940,,PKLR,ENSG00000143627,ENST00000571194;ENST00000572740;ENST00000573938,1,1,3
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCCC1C(=O)N1CCCC1C(=O)N[C@@H](CO)C(N)=O,HTQBXNHDCUEHJF-RZGQDKCQSA-N,Exenatide,CHEMBL5316203,,,,,0,0,0
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,XNKCCCKFOQNXKV-ZRSCBOBOSA-N,Naloxegol,CHEMBL2219418,,OPRM1,ENSG00000112038,ENST00000229768;ENST00000330432;ENST00000337049;ENST00000360422;ENST00000414028;ENST00000419506;ENST00000428397;ENST00000434900;ENST00000435918;ENST00000452687;ENST00000518759;ENST00000519083;ENST00000519613;ENST00000520282;ENST00000520708;ENST00000521106;ENST00000522236;ENST00000522382;ENST00000522555;ENST00000522739;ENST00000523520;ENST00000524150;ENST00000524163,1,1,23
CCOC(=O)c1cncn1[C@H](C)c1ccccc1,NPUKDXXFDDZOKR-LLVKDONJSA-N,Etomidate,CHEMBL681,,GABRG3;GABRA1;GABRA3;GABRA5;GABRA4;GABRB3;GABRG2;GABRP;GABRA2;GABRA6;GABRG1;GABRQ;GABRD;GABRB2;GABRE;GABRB1,ENSG00000113327;ENSG00000187730;ENSG00000145863;ENSG00000166206;ENSG00000151834;ENSG00000094755;ENSG00000186297;ENSG00000102287;ENSG00000145864;ENSG00000268089;ENSG00000022355;ENSG00000109158;ENSG00000182256;ENSG00000011677;ENSG00000163285;ENSG00000163288,ENST00000333743;ENST00000451330;ENST00000553440;ENST00000554696;ENST00000554786;ENST00000555083;ENST00000557596;ENST00000615808;ENST00000023897;ENST00000393943;ENST00000428797;ENST00000437025;ENST00000519542;ENST00000519621;ENST00000521339;ENST00000522651;ENST00000634335;ENST00000635096;ENST00000635880;ENST00000635916;ENST00000636340;ENST00000636408;ENST00000636573;ENST00000637044;ENST00000637620;ENST00000637827;ENST00000638112;ENST00000638159;ENST00000958929;ENST00000958930;ENST00000370314;ENST00000417858;ENST00000497894;ENST00000535043;ENST00000862742;ENST00000862743;ENST00000932320;ENST00000335625;ENST00000355395;ENST00000400081;ENST00000554038;ENST00000554083;ENST00000554596;ENST00000554599;ENST00000555060;ENST00000555182;ENST00000557449;ENST00000557484;ENST00000879566;ENST00000951856;ENST00000264318;ENST00000502874;ENST00000508560;ENST00000509316;ENST00000511523;ENST00000900310;ENST00000299267;ENST00000311550;ENST00000400188;ENST00000541819;ENST00000545868;ENST00000554556;ENST00000554722;ENST00000555094;ENST00000555632;ENST00000556166;ENST00000556636;ENST00000557641;ENST00000557765;ENST00000621499;ENST00000635832;ENST00000635994;ENST00000636466;ENST00000636512;ENST00000636690;ENST00000637226;ENST00000637293;ENST00000637893;ENST00000638099;ENST00000638149;ENST00000356592;ENST00000361925;ENST00000414552;ENST00000522053;ENST00000522990;ENST00000523372;ENST00000638253;ENST00000638552;ENST00000638660;ENST00000638772;ENST00000638782;ENST00000638877;ENST00000639046;ENST00000639111;ENST00000639213;ENST00000639278;ENST00000639384;ENST00000639424;ENST00000639549;ENST00000639554;ENST00000639683;ENST00000639975;ENST00000640500;ENST00000640574;ENST00000640739;ENST00000640757;ENST00000640910;ENST00000640985;ENST00000641017;ENST00000943443;ENST00000943444;ENST00000265294;ENST00000518122;ENST00000518525;ENST00000519137;ENST00000519196;ENST00000519385;ENST00000519598;ENST00000521009;ENST00000521481;ENST00000522868;ENST00000862231;ENST00000356504;ENST00000381620;ENST00000503806;ENST00000506961;ENST00000507069;ENST00000507460;ENST00000509716;ENST00000510233;ENST00000510861;ENST00000513005;ENST00000514090;ENST00000514193;ENST00000514236;ENST00000515082;ENST00000540012;ENST00000630416;ENST00000863563;ENST00000863564;ENST00000863565;ENST00000863566;ENST00000863567;ENST00000863568;ENST00000960092;ENST00000960093;ENST00000960094;ENST00000274545;ENST00000517823;ENST00000518888;ENST00000520000;ENST00000521520;ENST00000522269;ENST00000523217;ENST00000523691;ENST00000524220;ENST00000295452;ENST00000964875;ENST00000598523;ENST00000378585;ENST00000638411;ENST00000638604;ENST00000638763;ENST00000638771;ENST00000638804;ENST00000639045;ENST00000639070;ENST00000639625;ENST00000639777;ENST00000639935;ENST00000640030;ENST00000640067;ENST00000640317;ENST00000640423;ENST00000640688;ENST00000640892;ENST00000640949;ENST00000640981;ENST00000858706;ENST00000274547;ENST00000353437;ENST00000393959;ENST00000517547;ENST00000517901;ENST00000520240;ENST00000522758;ENST00000523730;ENST00000612710;ENST00000674514;ENST00000674988;ENST00000675081;ENST00000675245;ENST00000675303;ENST00000675381;ENST00000675682;ENST00000675746;ENST00000675773;ENST00000965237;ENST00000370328;ENST00000417300;ENST00000441219;ENST00000462018;ENST00000465405;ENST00000474932;ENST00000476016;ENST00000483564;ENST00000486255;ENST00000489333;ENST00000491339;ENST00000495862;ENST00000295454;ENST00000381582;ENST00000509366;ENST00000510909;ENST00000513567,16,16,215
C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,NCXMLFZGDNKEPB-FFPOYIOWSA-N,Natamycin,CHEMBL1200656,,,,,0,0,0
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,KOHIRBRYDXPAMZ-UHFFFAOYSA-N,Nebivolol,CHEMBL434394,,ADRB1;ADRB2,,,2,0,0
Cc1cc(C2=NO[C@@](c3cc(Cl)c(Cl)c(Cl)c3)(C(F)(F)F)C2)sc1C(=O)NCC(=O)NCC(F)(F)F,HDKWFBCPLKNOCK-SFHVURJKSA-N,Lotilaner,CHEMBL3707310,,,,,0,0,0
O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,TXEIIPDJKFWEEC-UHFFFAOYSA-N,Tafamidis,CHEMBL2103837,,TTR,,,1,0,0
CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,PURKAOJPTOLRMP-UHFFFAOYSA-N,Ivacaftor,CHEMBL2010601,,CFTR,,,1,0,0
Cl.Clc1cccc(Cl)c1NC1=NCCN1,ZNIFSRGNXRYGHF-UHFFFAOYSA-N,Clonidine,CHEMBL1705,,ADRA2B;ADRA2C;ADRA2A,ENSG00000274286;ENSG00000150594;ENSG00000184160,ENST00000620793;ENST00000330055;ENST00000509482;ENST00000280155,3,3,4
CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,VSWBSWWIRNCQIJ-UHFFFAOYSA-N,asenapine,CHEMBL3187365,,HTR2A;DRD2,,,2,0,0
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,WZPBZJONDBGPKJ-VEHQQRBSSA-N,aztreonam,CHEMBL158,,,,,0,0,0
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,KHOITXIGCFIULA-UHFFFAOYSA-N,bisacodyl,CHEMBL942,,,,,0,0,0
Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,RDNLAULGBSQZMP-UHFFFAOYSA-N,Biperiden,CHEMBL1201035,,CHRM1,ENSG00000168539,ENST00000306960;ENST00000536524;ENST00000543973;ENST00000856787;ENST00000856788,1,1,5
C[C@@H]1[C@H](c2c(F)ccc(F)c2F)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,QIVUCLWGARAQIO-OLIXTKCUSA-N,Atogepant,CHEMBL3991065,,CALCRL,,,1,0,0
Cl.O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,HGCOOPLEWPBLOY-PFEQFJNWSA-N,Asciminib,CHEMBL4297220,,ABL1;BCR,ENSG00000186716;ENSG00000097007,ENST00000318560;ENST00000372348;ENST00000393293;ENST00000929253;ENST00000929254;ENST00000929255;ENST00000305877;ENST00000359540;ENST00000419722;ENST00000427791;ENST00000436990;ENST00000458056;ENST00000463770;ENST00000466076;ENST00000471452;ENST00000475025;ENST00000478978;ENST00000479188;ENST00000480973;ENST00000487679;ENST00000487968;ENST00000928586;ENST00000928587;ENST00000928588;ENST00000958107;ENST00000958108;ENST00000958109,2,2,27
C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,KPVIXBKIJXZQJX-FCEONZPQSA-N,lefamulin,CHEMBL3291398,,,,,0,0,0
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,LZCDAPDGXCYOEH-UHFFFAOYSA-N,Adapalene,CHEMBL1265,,RARB;RARA;RARG,,,3,0,0
Nc1ncnc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,OIRDTQYFTABQOQ-VTHZCTBJSA-N,Adenosine,CHEMBL606298,,,,,0,0,0
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C.O=C(O)/C=C\C(=O)O,VXZCUHNJXSIJIM-MEBGWEOYSA-N,neratinib,CHEMBL3989921,,ERBB4;EGFR;ERBB2,,,3,0,0
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,GBBSUAFBMRNDJC-UHFFFAOYSA-N,Zopiclone,CHEMBL135400,,GABRA3;GABRA6;GABRA5;GABRB2;GABRB1;GABRB3;GABRA1;GABRA2;GABRA4,,,9,0,0
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.O=S(=O)(O)O,BNPSSFBOAGDEEL-UHFFFAOYSA-N,Albuterol,CHEMBL1441059,,ADRB2,,,1,0,0
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,STUWGJZDJHPWGZ-LBPRGKRZSA-N,Alpelisib,CHEMBL2396661,,PIK3CA,,,1,0,0
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,UPNUIXSCZBYVBB-JVFUWBCBSA-N,Alvimopan,CHEMBL270190,,OPRM1,,,1,0,0
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,XSDQTOBWRPYKKA-UHFFFAOYSA-N,Amiloride,CHEMBL945,,SCNN1B;SCNN1G;SCNN1A,,,3,0,0
O=NN(CCCl)C(=O)NC1CCCCC1,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,lomustine,CHEMBL514,,,,,0,0,0
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,UXOWGYHJODZGMF-QORCZRPOSA-N,Aliskiren,CHEMBL1639,,REN,,,1,0,0
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,YKPUWZUDDOIDPM-SOFGYWHQSA-N,Capsaicin,CHEMBL294199,,TRPV1,,,1,0,0
