row_idx,y,p,NCT_ID,Disease,Drug_Clean,Arm_Label,Phase,disease_is_oncology,is_combination,is_surrogate_pass,is_onc_cytotoxic_mono,efficacy_surgical_pass,surgical_reason,endpoint_physiology_score,is_offmech,effect_size_uncertainty,confidence_tier,p_adj
1050,1,0.3019921682514017,NCT01798485,NSCLC,Ganetespib,Ganetespib and Docetaxel,Phase 3,1,1,0,0,0,,0.0,0,15.0,reliable,0.3019921682514017
1051,0,0.3026782367583781,NCT01800045,narcolepsy,Pitolisant,Pitolisant,Phase 3,0,0,0,0,0,,0.0,0,67.0,low_confidence,0.3026782367583781
1052,0,0.8111298672059999,NCT01802333,Acute Myeloid Leukemia,Idarubicin,"Arm II (high-dose cytarabine, idarubicin)",Phase 3,1,1,0,0,0,,0.0,0,24.0,reliable,0.8111298672059999
1053,0,0.7373971059595016,NCT01802333,Acute Myeloid Leukemia,Idarubicin; Vorinostat,"Arm III (vorinostat, high-dose cytarabine, idarubicin)",Phase 3,1,1,0,0,0,,0.0,0,24.0,reliable,0.7373971059595016
1054,0,0.06219862972179755,NCT01802385,Cryptococcal Meningitis; Fungal Meningitis,Sertraline,Sertraline 400mg,Phase 3,0,0,0,0,0,,0.0,0,20.0,reliable,0.06219862972179755
1055,1,0.20509997942301844,NCT01805453,Newly-diagnosed Glioblastoma,Losartan,Arm A: Losartan,Phase 3,1,0,0,0,0,,0.0,0,15.0,reliable,0.20509997942301844
1056,0,0.12103840027934339,NCT01805726,Bronchoscopy; Conscious Sedation,Alfentanil,Alfentanil Group + Xylocain (A),Phase 3,0,0,0,0,0,,0.0,0,34.0,reliable,0.12103840027934339
1057,0,0.1663561205335558,NCT01805726,Bronchoscopy; Conscious Sedation,Dexmedetomidine,Dexmedetomidine Group + Xylocain (D),Phase 3,0,0,0,0,0,,0.0,0,34.0,reliable,0.1663561205335558
1058,1,0.03150528891077588,NCT01805791,Ulcerative Colitis,Andrographolide,HMPL-004 1800 mg/day,Phase 3,0,0,0,0,0,,0.0,0,50.0,low_confidence,0.03150528891077588
1059,0,0.25443161978225043,NCT01806623,Vulvovaginal Candidiasis,Fluconazole,Fluconazole,Phase 3,0,0,0,0,0,,0.0,0,20.0,reliable,0.25443161978225043
1060,0,0.09879153423046373,NCT01807923,cystic fibrosis,Lumacaftor; Ivacaftor,LUM 400 mg q12h/ IVA 250 mg q12h,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,1.0,0,38.0,reliable,0.09879153423046373
1061,0,0.09879153423046373,NCT01807949,cystic fibrosis,Lumacaftor; Ivacaftor,LUM 400 mg q12h/ IVA 250 mg q12h,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,1.0,0,38.0,reliable,0.09879153423046373
1062,0,0.01887257985141449,NCT01808131,gout,Lesinurad,lesinurad 200 mg + allopurinol,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.01887257985141449
1063,0,0.014848678344182447,NCT01808144,gout,lesinurad; febuxostat,lesinurad 200 mg + febuxostat 80 mg,Phase 3,0,1,0,0,0,,0.0,0,44.0,reliable,0.014848678344182447
1064,0,0.3080461006923777,NCT01808313,vascular disease,ambrisentan,ambrisentan,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.3080461006923777
1065,0,0.22433487117485282,NCT01808573,Metastatic Breast Cancer,neratinib,neratinib plus capecitabine,Phase 3,1,1,0,0,0,,0.0,0,15.0,reliable,0.22433487117485282
1066,0,0.15808863544957835,NCT01808573,Metastatic Breast Cancer,lapatinib,lapatinib plus capecitabine,Phase 3,1,1,0,0,0,,0.0,0,15.0,reliable,0.15808863544957835
1067,1,0.5337206171984828,NCT01808612,Major Depressive Disorder,Fluoxetine,20 mg Fluoxetine,Phase 3,0,0,0,0,0,,0.0,0,90.0,low_confidence,0.5337206171984828
1068,0,0.5337206171984828,NCT01808651,Major Depressive Disorder,Fluoxetine,Fluoxetine,Phase 3,0,0,0,0,0,,0.0,0,90.0,low_confidence,0.5337206171984828
1069,0,0.27230666981082996,NCT01808690,Type 1 Diabetes,Metformin,Metformin,Phase 3,0,0,0,0,0,,0.0,0,25.0,reliable,0.27230666981082996
1071,0,0.01211230567604476,NCT01809691,Metastatic Prostate Cancer,Orteronel,ADT + TAK-700,Phase 3,1,0,0,0,0,,0.0,0,15.0,reliable,0.01211230567604476
1072,0,0.030471687810079466,NCT01809691,Metastatic Prostate Cancer,Bicalutamide,ADT + Bicalutamide,Phase 3,1,0,0,0,0,,0.0,0,15.0,reliable,0.030471687810079466
1073,1,0.08639792510684692,NCT01810380,schizophrenia,Brexpiprazole,Brexpiprazole,Phase 3,0,0,0,0,0,,0.0,0,70.0,low_confidence,0.08639792510684692
1074,0,0.08639792510684692,NCT01810783,schizophrenia,Brexpiprazole,Brexpiprazole,Phase 3,0,0,0,0,0,,0.0,0,70.0,low_confidence,0.08639792510684692
1075,0,0.3447810683756337,NCT01811459,Delirium,Quetiapine,Quetiapine,Phase 3,0,0,0,0,0,,0.0,0,18.0,reliable,0.3447810683756337
1076,0,0.39089775716942243,NCT01811459,Delirium,Haloperidol,Haloperidol,Phase 3,0,0,0,0,0,,0.0,0,18.0,reliable,0.39089775716942243
1079,1,0.00527762318235577,NCT01814748,Type 2 Diabetes Mellitus,Omarigliptin,Omarigliptin 25 mg,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.00527762318235577
1080,0,0.01021516785175169,NCT01817790,allergic rhinitis,Fluticasone propionate,Fluticasone propionate nasal spray,Phase 3,0,0,0,0,0,,0.0,0,54.0,low_confidence,0.01021516785175169
1081,0,0.014187635105160887,NCT01818752,Multiple Myeloma,Carfilzomib,"Carfilzomib, Melphalan, Prednisone",Phase 3,1,1,0,0,0,,,0,24.0,reliable,0.014187635105160887
1082,0,0.0063035159446337904,NCT01818752,Multiple Myeloma,Bortezomib,"Bortezomib, Melphalan, Prednisone",Phase 3,1,1,0,0,0,,,0,24.0,reliable,0.0063035159446337904
1083,0,0.2448803596299086,NCT01820572,Kidney Transplantation,Tacrolimus,CNI [Tacrolimus],Phase 3,0,0,0,0,0,,,0,,unscored,0.2448803596299086
1084,0,0.5018381150386907,NCT01820767,Chronic Kidney Disease,Paricalcitol,Paricalcitol,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.5018381150386907
1085,0,0.10914722119806204,NCT01820767,Chronic Kidney Disease,Atorvastatin,Atorvastatin,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.10914722119806204
1086,0,0.25394306581223125,NCT01821378,Schizophrenia,Lurasidone,Lurasidone 20 mg,Phase 3,0,0,0,0,0,,,0,70.0,low_confidence,0.25394306581223125
1087,0,0.30107484640912374,NCT01822314,Breast Cancer,Paclitaxel,Paclitaxel,Phase 3,1,0,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,22.0,reliable,0.15
1088,0,0.3081645719897062,NCT01822314,Breast Cancer,Abraxane,Abraxane,Phase 3,1,0,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,22.0,reliable,0.15
1089,0,0.013472760595664707,NCT01822548,Type 2 Diabetes,Vildagliptin,Vildagliptin & metformin,Phase 3,0,1,0,0,0,,0.0,0,25.0,reliable,0.013472760595664707
1090,0,0.011447792333321041,NCT01822548,Type 2 Diabetes,Glibenclamide,Glibenclamide & metformin,Phase 3,0,1,0,0,0,,0.0,0,25.0,reliable,0.011447792333321041
1091,0,0.13029489563102267,NCT01824290,"Hypertension, Pulmonary",Tadalafil,Tadalafil,Phase 3,0,1,0,0,0,,1.0,0,18.0,reliable,0.13029489563102267
1094,0,0.37125423588945977,NCT01825512,microcytic anemia with liver iron overload,Deferiprone,Deferiprone,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.37125423588945977
1095,0,0.1828579274181893,NCT01825798,Overweight; Autism Spectrum Disorder,Metformin,Metformin,Phase 3,0,0,0,0,0,,0.0,0,62.0,low_confidence,0.1828579274181893
1096,1,0.46087367789895567,NCT01826487,"Muscular Dystrophy, Duchenne; Muscular Dystrophies; Muscular Disorders, Atrophic; Muscular Diseases; Musculoskeletal Diseases; Neuromuscular Diseases; Nervous System Diseases; Genetic Diseases, X-Linked; Genetic Diseases, Inborn",Ataluren,Ataluren,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.46087367789895567
1097,0,0.7438218135420028,NCT01828099,Lung Cancer,Ceritinib,Ceritinib,Phase 3,1,0,0,0,0,,0.0,0,22.0,reliable,0.7438218135420028
1098,0,0.38056092232310446,NCT01828112,Non-Small Cell Lung Cancer,Ceritinib,Ceritinib,Phase 3,1,0,0,0,0,,0.0,0,15.0,reliable,0.38056092232310446
1099,0,0.09438753996305659,NCT01828112,Non-Small Cell Lung Cancer,Pemetrexed,Chemotherapy [Pemetrexed],Phase 3,1,0,0,0,0,,0.0,0,15.0,reliable,0.09438753996305659
1100,0,0.45454400424510466,NCT01828437,Infantile Spasms,Pyridoxine,Pyridoxine plus prednisolone,Phase 3,0,1,0,0,0,,0.0,0,44.0,reliable,0.45454400424510466
1101,0,0.4961771021213523,NCT01829243,Fibromyalgia; Neurocognition,Milnacipran,Milnacipran,Phase 3,0,0,0,0,0,,,0,,unscored,0.4961771021213523
1102,0,0.2201908307376849,NCT01829295,Uveitis,Methotrexate,Methotrexate,Phase 3,0,1,0,0,0,,0.0,0,44.0,reliable,0.2201908307376849
1103,0,0.07818614236300067,NCT01829295,Uveitis,Mycophenolate mofetil,Mycophenolate Mofetil,Phase 3,0,1,0,0,0,,0.0,0,44.0,reliable,0.07818614236300067
1107,0,0.14251623659383855,NCT01830543,Atrial Fibrillation; Percutaneous Coronary Intervention,Rivaroxaban,rivaroxaban 15 mg once daily,Phase 3,0,1,0,0,0,,,0,,unscored,0.14251623659383855
1108,0,0.02466853898586559,NCT01832038,epilepsy,Lacosamide,Lacosamide,Phase 3,0,0,0,0,0,,0.0,0,48.0,reliable,0.02466853898586559
1111,0,0.025459742547454322,NCT01834274,"Diabetes Mellitus, Type 2",Sitagliptin,Sitagliptin 100 mg,Phase 3,0,1,0,0,0,,,0,19.0,reliable,0.025459742547454322
1112,0,0.003063108513458055,NCT01835678,Type 2 Diabetes,Linagliptin,Linagliptin,Phase 3,0,0,0,0,0,,0.0,0,25.0,reliable,0.003063108513458055
1113,0,0.4493868058556553,NCT01837290,hip fracture,dexmedetomidine infusion for premedication,Group Dexmedetomidine (Group D),Phase 3,0,1,0,0,0,,0.0,0,25.0,reliable,0.4493868058556553
1114,0,0.009896981540980457,NCT01838551,Cushing syndrome,Levoketoconazole,Levoketoconazole DL0,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,29.0,reliable,0.009896981540980457
1115,0,0.10341407207992452,NCT01838668,Multiple Sclerosis,dimethyl fumarate,Part I BG00012,Phase 3,0,0,0,0,0,,,0,50.0,low_confidence,0.10341407207992452
1116,1,0.24623516622100908,NCT01838681,Major Depressive Disorder,Brexpiprazole,Brexpiprazole,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,90.0,low_confidence,0.15
1117,0,0.3150237597131543,NCT01838876,Major Depressive Disorder,Cariprazine,Cariprazine + ADT,Phase 3,0,0,0,0,0,,0.0,0,90.0,low_confidence,0.3150237597131543
1118,0,0.22743936632822917,NCT01838941,peroxisome biogenesis disorder,Betaine,Betaine,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.22743936632822917
1119,0,0.23544377404577754,NCT01839084,Renal Function After Partial Nephrectomy,Xenon,Xenon,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.23544377404577754
1120,0,0.301067689999968,NCT01839084,Renal Function After Partial Nephrectomy,Isoflurane,Isoflurane,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.301067689999968
1121,0,0.09417582240504345,NCT01839773,Gastric Cancer,Paclitaxel,DHP107 (oral paclitaxel),Phase 3,1,0,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,22.0,reliable,0.09417582240504345
1122,0,0.003388672725312013,NCT01841697,Type 2 Diabetes Mellitus,Omarigliptin,Omarigliptin 25 mg once weekly,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.003388672725312013
1123,0,0.0423400953427033,NCT01841697,Type 2 Diabetes Mellitus,Sitagliptin,Sitagliptin 100 mg once daily,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.0423400953427033
1124,0,0.7703704759389594,NCT01841762,Pulmonary Arterial Hypertension,Macitentan,Macitentan,Phase 3,0,0,0,0,0,,0.0,0,45.0,reliable,0.7703704759389594
1125,0,0.4262624984564899,NCT01844115,generalized anxiety disorder,Vilazodone,Vilazodone,Phase 3,0,0,0,0,0,,0.0,0,85.0,low_confidence,0.4262624984564899
1126,0,0.45979945759936713,NCT01844856,complicated intra-abdominal infection,Ertapenem,"Ertapenem, 1.0 g q24h",Phase 3,0,0,0,0,0,,0.0,0,20.0,reliable,0.45979945759936713
1127,0,0.25405657619230004,NCT01846611,Ovarian Cancer,Trabectedin; DOXIL,Arm A: trabectedin + DOXIL,Phase 3,1,1,0,0,0,,0.0,0,22.0,reliable,0.25405657619230004
1128,0,0.013974232002311907,NCT01848054,opioid use disorder,naloxone sublingual tablets,BNX Sublingual Tablets Induction,Phase 3,0,1,0,0,0,,0.0,0,59.0,low_confidence,0.013974232002311907
1129,1,0.321640288031107,NCT01848639,end-stage kidney disease,Spironolactone,Spironolactone,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.321640288031107
1130,0,0.48288125711635227,NCT01849068,Metabolic Syndrome X,Ezetimibe,Ezetimibe,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.48288125711635227
1131,1,0.2425225673310129,NCT01849874,Peritoneal Cancer,"MEK162, MEK inhibitor; oral",MEK162,Phase 3,1,1,0,0,0,,0.0,0,15.0,reliable,0.2425225673310129
1132,1,0.31029051475779285,NCT01850303,Lung Cancer,Pemetrexed,Maintenance [Pemetrexed],Phase 3,1,1,0,0,0,,0.0,0,22.0,reliable,0.31029051475779285
1133,1,0.5711510550049101,NCT01850303,Lung Cancer,Gemcitabine,Maintenance [Gemcitabine],Phase 3,1,1,0,0,0,,0.0,0,22.0,reliable,0.5711510550049101
1134,1,0.9858415408754047,NCT01852110,Alzheimer's Disease,Mk-7622,MK-7622 High Dose - 45 mg (Stage 1),Phase 2,0,1,0,0,0,,0.0,0,60.0,low_confidence,0.9858415408754047
1135,0,0.26680440850953546,NCT01853072,Non-Proliferative Diabetic Retinopathy; Cataract,"Nepafenac Ophthalmic Suspension, 0.3%",Nepafenac,Phase 3,0,1,0,0,0,,0.0,0,19.0,reliable,0.26680440850953546
1136,0,0.6509576750042889,NCT01853826,Lung Cancer,Afatinib,Afatinib treated-patients,Phase 3,1,0,0,0,0,,0.0,0,22.0,reliable,0.6509576750042889
1139,0,0.6205055422973406,NCT01855256,hyperhidrosis,Oxybutynin,oxybutynin,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.6205055422973406
1140,1,0.3130104525846887,NCT01855750,Diffuse Large B-Cell Lymphoma,Ibrutinib,Treatment Arm B: ibrutinib + R-CHOP,Phase 3,1,1,0,0,0,,0.0,0,18.0,reliable,0.3130104525846887
1141,0,0.2530203779792031,NCT01855919,Back Pain Lower Back Chronic,Duloxetine,Duloxetine,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.2530203779792031
1142,0,0.2172264655888516,NCT01856478,Head and Neck Neoplasms,Afatinib,Afatinib 40 mg,Phase 3,1,0,0,0,0,,0.0,0,,unscored,0.2172264655888516
1143,0,0.29935345536691293,NCT01856478,Head and Neck Neoplasms,Methotrexate,Methotrexate 40 mg,Phase 3,1,0,0,0,0,,0.0,0,,unscored,0.29935345536691293
1144,0,0.5175320291592826,NCT01856712,Alcohol Dependence,Naltrexone,injectable naltrexone,Phase 3,0,0,0,0,0,,0.0,0,59.0,low_confidence,0.5175320291592826
1145,1,0.2099988103652107,NCT01857063,Seasonal Allergic Rhinitis,Montelukast,Montelukast/Placebo,Phase 3,0,0,0,0,0,,,0,,unscored,0.2099988103652107
1146,1,0.11468781565214022,NCT01857856,Phospholamban R14del Mutation-related Cardiomyopathy,Eplerenone,Eplerenone,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,-1.0,1,22.0,reliable,0.11468781565214022
1148,0,0.41352562224859896,NCT01861535,cervical intraepithelial neoplasia,Imiquimod,Primary Imiquimod,Phase 3,0,0,0,0,0,,0.0,0,15.0,reliable,0.41352562224859896
1149,1,0.10079547128172872,NCT01862224,Rheumatoid Arthritis,JNJ-38518168,JNJ-38518168,Phase 2,0,1,0,0,0,,0.0,0,52.0,low_confidence,0.10079547128172872
1150,0,0.12873962853520327,NCT01862302,Postoperative Confusion,Haloperidol,Haloperidol,Phase 3,0,0,0,0,0,,0.0,0,42.0,reliable,0.12873962853520327
1151,0,0.1424592152587943,NCT01864915,Bowel Cleansing; Colon Capsule Completion Times,Prucalopride,No Booster-low dose prucalopride booster,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.1424592152587943
1152,1,0.3097934878515784,NCT01865084,"Muscular Dystrophy, Duchenne",Tadalafil,0.3 mg/kg Tadalafil,Phase 3,0,0,0,0,0,,-1.0,1,32.0,reliable,0.5
1153,0,0.10065009556265239,NCT01865110,Mantle Cell Lymphoma,Lenalidomide,Maintenance experimental arm,Phase 3,1,1,0,0,0,,0.0,0,18.0,reliable,0.10065009556265239
1154,1,0.33201914708434016,NCT01866241,postpartum hemorrhage,Misoprostol,Arm A: sublingual misoprostol 600µg,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.33201914708434016
1155,1,0.5333783304944587,NCT01870609,Malignant Pleural Mesothelioma,defactinib (VS-6063),defactinib (VS-6063),Phase 2,1,0,0,0,0,,0.0,0,15.0,reliable,0.5333783304944587
1156,0,0.13027054301712346,NCT01871558,Type 2 Diabetes Mellitus (T2DM),Vildagliptin,Metformin/vildagliptin + Basal Insulin,Phase 3,0,1,0,0,0,,0.0,0,19.0,reliable,0.13027054301712346
1157,0,0.028633355801628922,NCT01871649,Psoriatic Arthritis,methotrexate,methotrexate,Phase 3,0,0,0,0,0,,0.0,0,52.0,low_confidence,0.028633355801628922
1158,0,0.26680440850953546,NCT01872611,Non-Proliferative Diabetic Retinopathy; Cataract,"Nepafenac Ophthalmic Suspension, 0.3%",Nepafenac,Phase 3,0,1,0,0,0,,0.0,0,19.0,reliable,0.26680440850953546
1159,1,0.4074034630771616,NCT01873079,Bleeding; ERCP,Esomeprazole,Esomeprazole,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.4074034630771616
1160,1,0.2857822834466067,NCT01877915,Heart Failure; Coronary Artery Disease,Rivaroxaban,Rivaroxaban 2.5 mg,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.2857822834466067
1161,0,0.38472215104941204,NCT01878292,Major Depressive Disorder,Vilazodone,Vilazodone 15 mg,Phase 3,0,0,0,0,0,,0.0,0,90.0,low_confidence,0.38472215104941204
1163,0,0.5697563999273383,NCT01881568,Blood Loss,Tranexamic Acid,Experimental,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.5697563999273383
1164,0,0.0323807438424589,NCT01882439,Psoriatic Arthritis,Tofacitinib,Treatment Sequence A,Phase 3,0,0,0,0,0,,0.0,0,52.0,low_confidence,0.0323807438424589
1165,0,0.6069566441744731,NCT01884623,Neck Cancer,Methotrexate,Methotrexate,Phase 3,1,0,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,15.0,reliable,0.15
1166,0,0.21351205767979525,NCT01885078,Rheumatoid Arthritis,Baricitinib,2 mg Baricitinib,Phase 3,0,0,0,0,0,,0.0,0,52.0,low_confidence,0.21351205767979525
1167,0,0.0035197145070463994,NCT01887600,anemia of chronic kidney disease,Roxadustat,Roxadustat,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.0035197145070463994
1168,0,0.03503500883774362,NCT01888497,Healthy,Gabapentin,Arm A,Phase 3,0,0,0,0,0,,0.0,0,34.0,reliable,0.03503500883774362
1169,0,0.012660471675244483,NCT01888497,Healthy,Diphenhydramine citrate,Arm B,Phase 3,0,0,0,0,0,,0.0,0,34.0,reliable,0.012660471675244483
1170,0,0.02764138185160968,NCT01888497,Healthy,Triazolam,Arm C,Phase 3,0,0,0,0,0,,0.0,0,34.0,reliable,0.02764138185160968
1172,0,0.342986490358799,NCT01889979,Pain During Labour,Tramadol,Tramadol,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.342986490358799
1173,0,0.002480429672229012,NCT01890122,Type 2 Diabetes,Metformin HCl,Metformin HCl 500 mg,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.002480429672229012
1174,0,0.0030656037144064416,NCT01890122,Type 2 Diabetes,Metformin Fixed-Dose Combination (FDC,Alogliptin 12.5 mg + Metformin HCl 500 mg FDC,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.0030656037144064416
1175,0,0.2339756610195864,NCT01895777,Venous Thromboembolism,dabigatran etexilate,dabigatran etexilate,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.2339756610195864
1176,0,0.654724034269889,NCT01895972,Glaucoma; Ocular Hypertension,Latanoprostene bunod,Latanoprostene Bunod,Phase 3,0,0,0,0,0,,,0,,unscored,0.654724034269889
1177,0,0.0037699753305343053,NCT01896232,Secondary Hyperparathyroidism; Chronic Kidney Disease,Cinacalcet,Cinacalcet,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.0037699753305343053
1178,0,0.02051577788709706,NCT01896232,Secondary Hyperparathyroidism; Chronic Kidney Disease,Etelcalcetide,Etelcalcetide,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.02051577788709706
1179,0,0.09879153423046373,NCT01897233,cystic fibrosis,Lumacaftor; Ivacaftor,Lumacaftor/Ivacaftor (LUM/IVA),Phase 3,0,1,0,0,0,,0.0,0,38.0,reliable,0.09879153423046373
1180,1,0.4214438835334313,NCT01897519,Cardiothoracic Surgery; Vascular Surgery,Abt-719,Arm 1 lower dose ABT-719,Phase 2,0,0,0,0,0,,0.0,0,42.0,reliable,0.4214438835334313
1181,0,0.5456637605152774,NCT01901003,Perioperative Anxiety,Lorazepam,Lorazepam group,Phase 3,0,0,0,0,0,,0.0,0,78.0,low_confidence,0.5456637605152774
1182,1,0.6676695943215296,NCT01907815,Acute Myeloid Leukemia,Akt Inhibitor GSK2141795; Trametinib,"Treatment (trametinib, Akt inhibitor GSK2141795)",Phase 2,1,1,0,0,0,,0.0,0,24.0,reliable,0.6676695943215296
1183,0,0.317329924225108,NCT01908842,opioid dependence,Buprenorphine,"Buprenorphine; then OL BNX film, then BNX tablets",Phase 3,0,1,0,0,0,,0.0,0,59.0,low_confidence,0.317329924225108
1184,0,0.1681594629517572,NCT01909453,Mutant Melanoma,vemurafenib,Vemurafenib,Phase 3,1,0,0,0,0,,0.0,0,15.0,reliable,0.1681594629517572
1185,0,0.10588481320996616,NCT01909453,Mutant Melanoma,Encorafenib; Binimetinib,LGX818 300 mg + MEK162,Phase 3,1,1,0,0,0,,0.0,0,15.0,reliable,0.10588481320996616
1186,0,0.1168630999292772,NCT01909453,Mutant Melanoma,Encorafenib,LGX818,Phase 3,1,0,0,0,0,,0.0,0,15.0,reliable,0.1168630999292772
1189,1,0.23238182818275196,NCT01911442,Autism,Lurasidone,Lurasidone 20 mg,Phase 3,0,0,0,0,0,,,0,,unscored,0.23238182818275196
1190,0,0.010127837615124875,NCT01911780,Hypertension,amlodipine,telmisartan + HCTZ + amlodipine,Phase 3,0,1,0,0,0,,0.0,0,25.0,reliable,0.010127837615124875
1191,0,0.4065675122809084,NCT01911975,sodium channelopathy-related small fiber neuropathy,Lacosamide,Lacosamide,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.4065675122809084
1192,0,0.33708144401538165,NCT01912391,Borderline personality disorder,Selegiline,Selegiline,Phase 3,0,0,0,0,0,,0.0,0,65.0,low_confidence,0.33708144401538165
1193,0,0.10550023343293909,NCT01914432,Hyperlipidemia; Hypertension,Rosuvastatin,Rosuvastatin,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,18.0,reliable,0.10550023343293909
1194,0,0.16261643232676373,NCT01914432,Hyperlipidemia; Hypertension,Telmisartan,Telmisartan,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,18.0,reliable,0.15
1195,0,0.2530203779792031,NCT01914666,Back Pain Lower Back Chronic,Duloxetine,Duloxetine,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.2530203779792031
1196,0,0.3086015723173944,NCT01916967,urticaria,Desloratadine,Desloratadine 10 mg,Phase 3,0,0,0,0,0,,0.0,0,52.0,low_confidence,0.3086015723173944
1197,1,0.014579471377623304,NCT01918306,Metastatic Breast Cancer,GDC -0941,1PHIbA Arm A - cisplatin + GDC - 0941,Phase 2,1,1,0,0,0,,,0,15.0,reliable,0.014579471377623304
1198,0,0.4453015825088613,NCT01918852,Colorectal Cancer; Metastases,Capecitabine,Capecitabine,Phase 3,1,1,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,15.0,reliable,0.15
1199,0,0.02466853898586559,NCT01921205,epilepsy,Lacosamide,Lacosamide,Phase 3,0,0,0,0,0,,0.0,0,48.0,reliable,0.02466853898586559
1200,0,0.3647711959603752,NCT01924286,Immune Reconstitution Inflammatory Syndrome; HIV; Tuberculosis,Prednisone,Prednisone,Phase 3,0,0,0,0,0,,0.0,0,18.0,reliable,0.3647711959603752
1201,0,0.4535914026650533,NCT01924533,Advanced Gastric Cancer,Olaparib,Olaparib+ paclitaxel,Phase 3,1,1,0,0,0,,0.0,0,15.0,reliable,0.4535914026650533
1202,0,0.9789147720338056,NCT01926197,Advanced Pancreatic Cancer,Oxaliplatin; Irinotecan; 5FU,Modified FOLFIRINOX plus Stereotactic Body Radiotherapy,Phase 3,1,1,0,0,0,,,0,15.0,reliable,0.9789147720338056
1203,1,0.633436286685342,NCT01928446,"Depressive Disorder; Bipolar Disorder; Suicide; Suicide, Attempted",Lithium,Lithium,Phase 2/3,0,0,0,0,0,,,0,,unscored,0.633436286685342
1204,0,0.06738167245185026,NCT01930188,Type 2 Diabetes,sitagliptin,Sitagliptin 100 mg + semaglutide placebo 1.0 mg,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.06738167245185026
